UF,Municipio,Mes/Ano de Referencia,Nome do Produto,Categoria,Preco Atual (R$),Preco Referencia Baseline (R$),Status do Semafaro (Cor),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
SP,,2026-06,Banana Ouro,FRUTAS,8.0000,8.0000,AMARELO,,Nao,Nao
SP,,2026-07,Banana Ouro,FRUTAS,8.0000,8.0000,AMARELO,,Nao,Nao
SP,,2025-01,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-02,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-03,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-04,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-05,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-06,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-07,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-08,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-09,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-10,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-11,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-12,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2026-01,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2026-02,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2026-03,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2026-04,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2026-05,Banana Prata MG,FRUTAS,36.2800,36.2800,AMARELO,,Nao,Nao
SP,,2025-03,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2026-05,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2026-04,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2026-03,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2026-02,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2026-01,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-12,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-11,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-10,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-09,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-08,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-07,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-06,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-05,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-04,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-02,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,,2025-01,Banana Prata SP,FRUTAS,23.0220,23.0220,AMARELO,,Nao,Nao
SP,ANHUMAS-SP,2025-12,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.2900,0.2786,AMARELO,,Nao,Nao
SP,ANHUMAS-SP,2025-09,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.3200,0.2786,AMARELO,,Nao,Nao
SP,,2025-12,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.2900,0.2786,AMARELO,,Nao,Nao
SP,,2025-09,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.3200,0.2786,AMARELO,,Nao,Nao
SP,,2025-10,BATATA - NÃO INFORMADO,LEGUMES,5.7800,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,BATATA - NÃO INFORMADO,LEGUMES,5.7800,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-04,BATATA - NÃO INFORMADO,LEGUMES,7.1700,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-03,BATATA - NÃO INFORMADO,LEGUMES,6.7000,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-02,BATATA - NÃO INFORMADO,LEGUMES,6.2300,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-01,BATATA - NÃO INFORMADO,LEGUMES,6.2400,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,BATATA - NÃO INFORMADO,LEGUMES,6.2600,6.6267,AMARELO,,Sim,Nao
SP,,2026-02,BATATA - NÃO INFORMADO,LEGUMES,6.2300,6.6267,AMARELO,,Sim,Nao
SP,,2026-03,BATATA - NÃO INFORMADO,LEGUMES,6.7000,6.6267,AMARELO,,Sim,Nao
SP,,2026-04,BATATA - NÃO INFORMADO,LEGUMES,7.1700,6.6267,AMARELO,,Sim,Nao
SP,,2026-01,BATATA - NÃO INFORMADO,LEGUMES,6.2400,6.6267,AMARELO,,Sim,Nao
SP,,2025-12,BATATA - NÃO INFORMADO,LEGUMES,6.2600,6.6267,AMARELO,,Sim,Nao
SP,,2025-11,BATATA - NÃO INFORMADO,LEGUMES,5.8400,6.6267,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-11,BATATA - NÃO INFORMADO,LEGUMES,5.8400,6.6267,AMARELO,,Sim,Nao
SP,,2026-05,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2026-04,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2026-03,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2026-02,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2026-01,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-12,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-04,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-03,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-02,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-01,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-05,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-06,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-07,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-08,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-09,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-10,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-11,Batata Asterix,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2025-01,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-02,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-03,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-04,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-05,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-06,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-07,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-08,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-09,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-10,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2026-05,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2026-04,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2026-03,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2026-02,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2026-01,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-12,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2025-11,Batata Doce Amarela,LEGUMES,55.1353,55.1353,AMARELO,,Nao,Nao
SP,,2026-06,Batata Doce Branca,LEGUMES,2.9167,2.9167,AMARELO,,Nao,Nao
SP,,2026-07,Batata Doce Branca,LEGUMES,2.9133,2.9133,AMARELO,,Nao,Nao
SP,,2026-06,Batata Doce Rosada,LEGUMES,2.4300,2.4300,AMARELO,,Nao,Nao
SP,,2025-09,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-10,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-11,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-12,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-01,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-02,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-05,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-04,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-03,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-01,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-02,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-03,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-05,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-04,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-06,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-07,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-08,Batata Doce Roxa,LEGUMES,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-09,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-10,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2026-02,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2026-03,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2026-04,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2026-05,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-11,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-12,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2026-01,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-01,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-02,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-03,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-04,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-05,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-06,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-07,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2025-08,Batata Lavada,ALIMENTO_VAREJO,22.0944,22.0944,AMARELO,,Nao,Nao
SP,,2026-06,Batata Yakon,LEGUMES,3.5400,3.5400,AMARELO,,Nao,Nao
SP,,2026-07,Batata Yakon,LEGUMES,3.5250,3.5250,AMARELO,,Nao,Nao
SP,,2026-07,Berinjela Comum,LEGUMES,3.2833,3.2833,AMARELO,,Nao,Nao
SP,,2026-06,Berinjela Comum,LEGUMES,4.0900,4.0900,AMARELO,,Nao,Nao
SP,,2026-06,Berinjela Japonesa,LEGUMES,4.0900,4.0900,AMARELO,,Nao,Nao
SP,,2026-07,Berinjela Japonesa,LEGUMES,10.4575,10.4575,AMARELO,,Nao,Nao
SP,,2026-06,Betara,PESCADOS,3.9000,3.9000,AMARELO,,Nao,Nao
SP,,2026-06,Beterraba,LEGUMES,2.4000,2.4000,AMARELO,,Nao,Nao
SP,,2026-07,Beterraba,LEGUMES,2.0000,2.0000,AMARELO,,Nao,Nao
SP,,2026-06,Beterraba com Folhas,VERDURAS,45.0000,45.0000,AMARELO,,Nao,Nao
SP,,2026-07,Beterraba com Folhas,VERDURAS,38.1000,38.1000,AMARELO,,Nao,Nao
SP,,2026-06,Bonito,PESCADOS,4.9000,4.9000,AMARELO,,Nao,Nao
SP,,2026-07,Bonito,PESCADOS,5.5100,5.5100,AMARELO,,Nao,Nao
SP,,2026-06,Brócolos Ninja,VERDURAS,6.0700,6.0700,AMARELO,,Nao,Nao
SP,,2026-06,Brócolos Ramoso,VERDURAS,6.0700,6.0700,AMARELO,,Nao,Nao
SP,,2026-06,Cação Azul,PESCADOS,34.1350,34.1350,AMARELO,,Nao,Nao
SP,,2026-07,Cação Azul,PESCADOS,18.8400,18.8400,AMARELO,,Nao,Nao
SP,,2026-06,Cacau,FRUTAS,6.4400,6.4400,AMARELO,,Nao,Nao
SP,,2026-07,Cacau,FRUTAS,8.3300,8.3300,AMARELO,,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-12,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.9500,36.8500,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-12,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,35.4000,34.7600,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-11,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.1000,34.7600,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-10,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.0900,34.7600,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-09,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.3100,34.7600,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-08,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,33.5100,34.7600,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-07,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,29.5800,34.7600,AMARELO,,Nao,Nao
SP,MARÍLIA-SP,2025-06,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,35.3300,34.7600,AMARELO,,Nao,Nao
SP,AVARÉ-SP,2026-05,MILHO - EM GRÃOS,LEGUMES,1.0600,1.0400,AMARELO,ALTA,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-06,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.6300,36.8500,AMARELO,,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-08,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,35.1600,36.8500,AMARELO,,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-09,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,39.1400,36.8500,AMARELO,,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-10,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,38.8700,36.8500,AMARELO,,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-11,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,39.9200,36.8500,AMARELO,,Nao,Nao
SP,,2026-02,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,31.5700,35.6557,AMARELO,,Nao,Nao
SP,,2026-01,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.1400,35.6557,AMARELO,,Nao,Nao
SP,,2025-12,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.3000,35.6557,AMARELO,,Nao,Nao
SP,,2025-11,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.9700,35.6557,AMARELO,,Nao,Nao
SP,,2025-10,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.6000,35.6557,AMARELO,,Nao,Nao
SP,,2025-09,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.6600,35.6557,AMARELO,,Nao,Nao
SP,,2025-08,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,33.3800,35.6557,AMARELO,,Nao,Nao
SP,,2025-06,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.5400,35.6557,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-12,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.6200,35.1943,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-11,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,37.3800,35.1943,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-10,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,35.2500,35.1943,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-09,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.7800,35.1943,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-08,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,32.1100,35.1943,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-07,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,30.2600,35.1943,AMARELO,,Nao,Nao
SP,FRANCA-SP,2025-06,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,36.9600,35.1943,AMARELO,,Nao,Nao
SP,,2026-04,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,65.0400,65.9171,AMARELO,,Nao,Nao
SP,,2026-03,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,67.3000,65.9171,AMARELO,,Nao,Nao
SP,,2026-02,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,66.3600,65.9171,AMARELO,,Nao,Nao
SP,,2026-01,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,68.4000,65.9171,AMARELO,,Nao,Nao
SP,,2025-12,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,63.1300,65.9171,AMARELO,,Nao,Nao
SP,,2025-11,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,61.0800,65.9171,AMARELO,,Nao,Nao
SP,,2025-10,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,64.5400,65.9171,AMARELO,,Nao,Nao
SP,,2025-09,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,70.3400,65.9171,AMARELO,,Nao,Nao
SP,,2025-08,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,64.9000,65.9171,AMARELO,,Nao,Nao
SP,,2025-07,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,66.8700,65.9171,AMARELO,,Nao,Nao
SP,,2025-06,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,70.5600,65.9171,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-06,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,68.7700,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,66.8700,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,64.9000,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-09,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,62.8300,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-10,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,64.5400,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-11,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,61.0800,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,63.1300,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-01,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,68.4000,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-02,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,66.3600,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-03,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,67.3000,64.5886,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-04,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,65.0400,64.5886,AMARELO,,Nao,Nao
SP,,2026-07,Caju,FRUTAS,20.5350,20.5350,AMARELO,,Nao,Nao
SP,,2026-06,Caju,FRUTAS,19.6150,19.6150,AMARELO,,Nao,Nao
SP,,2026-06,Camarão Cativeiro,PESCADOS,27.6467,27.6467,AMARELO,,Nao,Nao
SP,,2026-07,Camarão Cativeiro,PESCADOS,29.8233,29.8233,AMARELO,,Nao,Nao
SP,,2026-06,Camarão Pitu,PESCADOS,30.0000,30.0000,AMARELO,,Nao,Nao
SP,,2026-06,Camarão Rosa,PESCADOS,45.6667,45.6667,AMARELO,,Nao,Nao
SP,,2026-07,Capim Cidreira,VERDURAS,5.9900,5.9900,AMARELO,,Nao,Nao
SP,,2026-06,Capim Cidreira,VERDURAS,6.0000,6.0000,AMARELO,,Nao,Nao
SP,,2026-06,Caqui Chocolate - Kyoto,FRUTAS,6.8050,6.8050,AMARELO,,Nao,Nao
SP,,2026-07,Caqui Chocolate - Kyoto,FRUTAS,4.6867,4.6867,AMARELO,,Nao,Nao
SP,,2026-07,Caqui Fuyu,FRUTAS,7.2433,7.2433,AMARELO,,Nao,Nao
SP,,2026-06,Caqui Fuyu,FRUTAS,5.1400,5.1400,AMARELO,,Nao,Nao
SP,,2026-06,Caqui Giombo,FRUTAS,5.7100,5.7100,AMARELO,,Nao,Nao
SP,,2026-07,Caqui Giombo,FRUTAS,5.5033,5.5033,AMARELO,,Nao,Nao
SP,,2026-07,Caqui Rama Forte,FRUTAS,4.3475,4.3475,AMARELO,,Nao,Nao
SP,,2026-06,Caqui Rama Forte,FRUTAS,4.1775,4.1775,AMARELO,,Nao,Nao
SP,,2026-07,Cará,LEGUMES,3.2650,3.2650,AMARELO,,Nao,Nao
SP,,2026-06,Cará,LEGUMES,3.2100,3.2100,AMARELO,,Nao,Nao
SP,,2026-07,Carambola,FRUTAS,5.9800,5.9800,AMARELO,,Nao,Nao
SP,,2026-06,Carambola,FRUTAS,4.6200,4.6200,AMARELO,,Nao,Nao
SP,,2026-07,Caranguejo,PESCADOS,44.0000,44.0000,AMARELO,,Nao,Nao
SP,,2026-06,Caranguejo,PESCADOS,44.0000,44.0000,AMARELO,,Nao,Nao
SP,,2026-07,Carapau,PESCADOS,13.5100,13.5100,AMARELO,,Nao,Nao
SP,ITAPEVA-SP,2026-05,MILHO - EM GRÃOS,LEGUMES,1.0100,1.0143,AMARELO,ALTA,Nao,Nao
SP,,2026-07,Melancia,FRUTAS,1.5971,1.5875,AMARELO,ESTAVEL,Nao,Nao
SP,,2026-05,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,53.4300,50.0033,AMARELO,,Sim,Nao
SP,,2026-04,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,51.6700,50.0033,AMARELO,,Sim,Nao
SP,,2026-03,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,51.3300,50.0033,AMARELO,,Sim,Nao
SP,,2026-02,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,49.9300,50.0033,AMARELO,,Sim,Nao
SP,,2026-01,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,49.4600,50.0033,AMARELO,,Sim,Nao
SP,,2025-12,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,50.1000,50.0033,AMARELO,,Sim,Nao
SP,,2025-11,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,48.7300,50.0033,AMARELO,,Sim,Nao
SP,,2025-10,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,47.2600,50.0033,AMARELO,,Sim,Nao
SP,,2025-09,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,48.1200,50.0033,AMARELO,,Sim,Nao
SP,,2026-07,Manga Palmer,FRUTAS,3.2433,3.2433,AMARELO,ALTA,Nao,Nao
SP,SÃO PAULO-SP,2026-05,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,53.4300,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-04,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,51.6700,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-03,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,51.3300,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-02,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,49.9300,50.0033,AMARELO,,Sim,Nao
