UF,Municipio,Mes/Ano de Referencia,Nome do Produto,Categoria,Preco Atual (R$),Preco Referencia Baseline (R$),Status do Semafaro (Cor),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
SP,SÃO PAULO-SP,2025-11,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,3.5700,4.2414,VERDE,,Nao,Nao
SP,,2025-11,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,3.5700,4.4229,VERDE,,Nao,Nao
SP,,2025-10,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,3.7500,4.4229,VERDE,,Nao,Nao
SP,SÃO PAULO-SP,2026-05,BANANA - NANICA,FRUTAS,0.5500,0.9800,VERDE,,Sim,Nao
SP,,2026-05,BANANA - NANICA,FRUTAS,0.5500,0.9800,VERDE,,Sim,Nao
SP,,2025-09,BANANA - PRATA,FRUTAS,1.0500,2.3000,VERDE,,Nao,Nao
SP,,2025-12,BANANA - PRATA,FRUTAS,1.0800,2.3000,VERDE,,Nao,Nao
SP,,2026-01,BANANA - PRATA,FRUTAS,1.1000,2.3000,VERDE,,Nao,Nao
SP,,2026-03,BANANA - PRATA,FRUTAS,1.0500,2.3000,VERDE,,Nao,Nao
SP,,2026-04,BANANA - PRATA,FRUTAS,1.0700,2.3000,VERDE,,Nao,Nao
SP,REGISTRO-SP,2025-11,BANANA - PRATA,FRUTAS,2.6000,3.0643,VERDE,,Nao,Nao
SP,,2026-06,Banana Prata MG,FRUTAS,6.0000,36.2800,VERDE,,Nao,Nao
SP,,2026-06,Banana Prata SP,FRUTAS,4.2400,23.0220,VERDE,,Nao,Nao
SP,,2025-08,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.1800,0.2786,VERDE,,Nao,Nao
SP,,2025-07,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.1200,0.2786,VERDE,,Nao,Nao
SP,,2025-06,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.1500,0.2786,VERDE,,Nao,Nao
SP,ANHUMAS-SP,2025-07,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.1200,0.2786,VERDE,,Nao,Nao
SP,ANHUMAS-SP,2025-08,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.1800,0.2786,VERDE,,Nao,Nao
SP,ANHUMAS-SP,2025-06,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.1500,0.2786,VERDE,,Nao,Nao
SP,,2025-09,BATATA - NÃO INFORMADO,LEGUMES,5.4500,6.6267,VERDE,,Sim,Nao
SP,SÃO PAULO-SP,2025-09,BATATA - NÃO INFORMADO,LEGUMES,5.4500,6.6267,VERDE,,Sim,Nao
SP,,2026-06,Batata Doce Amarela,LEGUMES,2.1417,55.1353,VERDE,,Nao,Nao
SP,,2026-06,Batata Doce Roxa,LEGUMES,2.3467,94.3750,VERDE,,Nao,Nao
SP,,2026-06,Batata Lavada,ALIMENTO_VAREJO,4.3386,22.0944,VERDE,,Nao,Nao
SP,,2025-07,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,30.1400,35.6557,VERDE,,Nao,Nao
SP,ESPÍRITO SANTO DO PINHAL-SP,2025-07,"CAFE - ARÁBICA TIPO 6, BEBI",ALIMENTO_VAREJO,30.2800,36.8500,VERDE,,Nao,Nao
SP,PIEDADE-SP,2025-10,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.5600,0.9414,VERDE,,Nao,Nao
SP,,2025-09,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.3800,0.9414,VERDE,,Nao,Nao
SP,PIEDADE-SP,2025-09,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.3800,0.9414,VERDE,,Nao,Nao
SP,,2025-10,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.5600,0.9414,VERDE,,Nao,Nao
SP,,2025-11,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.7400,0.9414,VERDE,,Nao,Nao
SP,PIEDADE-SP,2025-08,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.6800,0.9414,VERDE,,Nao,Nao
SP,,2025-08,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.6800,0.9414,VERDE,,Nao,Nao
SP,PIEDADE-SP,2025-11,CEBOLA - AMARELA,ALIMENTO_VAREJO,0.7400,0.9414,VERDE,,Nao,Nao
SP,,2026-06,Cebola Roxa,ALIMENTO_VAREJO,5.0000,94.3750,VERDE,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-07,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.1200,2.6129,VERDE,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-08,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,1.9500,2.2943,VERDE,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-08,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.4300,2.8771,VERDE,,Nao,Nao
SP,,2025-07,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.2400,2.6957,VERDE,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-07,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.2800,2.8771,VERDE,,Nao,Nao
SP,,2025-09,FARINHA DE TRIGO - SEM FERMENTO,CEREAIS_GRAOS,3.4300,4.5657,VERDE,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,FARINHA DE TRIGO - SEM FERMENTO,CEREAIS_GRAOS,3.5600,4.2157,VERDE,,Nao,Nao
SP,SÃO PAULO-SP,2025-10,FARINHA DE TRIGO - SEM FERMENTO,CEREAIS_GRAOS,3.4700,4.2157,VERDE,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,5.4000,6.4557,VERDE,,Nao,Nao
SP,SANTA SALETE-SP,2025-09,LARANJA - INDÚSTRIA PERA,FRUTAS,1.0800,1.2714,VERDE,,Nao,Nao
SP,MOJI MIRIM-SP,2025-12,LARANJA - INDÚSTRIA PERA,FRUTAS,0.8800,1.0414,VERDE,,Nao,Nao
SP,,2026-04,LARANJA - INDÚSTRIA PERA,FRUTAS,0.7600,1.1243,VERDE,,Nao,Nao
SP,,2026-03,LARANJA - INDÚSTRIA PERA,FRUTAS,0.8000,1.1243,VERDE,,Nao,Nao
SP,,2026-02,LARANJA - INDÚSTRIA PERA,FRUTAS,0.7400,1.1243,VERDE,,Nao,Nao
SP,,2026-01,LARANJA - INDÚSTRIA PERA,FRUTAS,0.8300,1.1243,VERDE,,Nao,Nao
SP,,2025-12,LARANJA - INDÚSTRIA PERA,FRUTAS,0.9300,1.1243,VERDE,,Nao,Nao
SP,BEBEDOURO-SP,2025-12,LARANJA - INDÚSTRIA PERA,FRUTAS,0.8600,1.1386,VERDE,,Nao,Nao
SP,ITÁPOLIS-SP,2025-12,LARANJA - INDÚSTRIA PERA,FRUTAS,0.7400,1.0871,VERDE,,Nao,Nao
SP,,2025-12,LEITE DE VACA - IN NATURA,PROTEINAS,1.9900,2.3457,VERDE,,Nao,Nao
SP,,2026-01,LEITE DE VACA - IN NATURA,PROTEINAS,1.9500,2.3457,VERDE,,Nao,Nao
SP,,2026-02,LEITE DE VACA - IN NATURA,PROTEINAS,1.9600,2.3457,VERDE,,Nao,Nao
SP,PINDAMONHANGABA-SP,2025-12,LEITE DE VACA - IN NATURA,PROTEINAS,1.8500,2.2386,VERDE,,Nao,Nao
SP,CACHOEIRA PAULISTA-SP,2025-12,LEITE DE VACA - IN NATURA,PROTEINAS,1.7500,2.1857,VERDE,,Nao,Nao
SP,,2025-12,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,4.4500,5.5343,VERDE,,Nao,Nao
SP,,2026-06,Maçã Fuji,FRUTAS,5.4500,73.5000,VERDE,,Nao,Nao
SP,,2026-06,Maça Fuji Importada,FRUTAS,9.5400,104.3400,VERDE,,Nao,Nao
SP,,2026-06,Maçã Gala,FRUTAS,9.7825,77.4167,VERDE,,Nao,Nao
SP,,2026-06,Maça Gala Importada,FRUTAS,57.5250,105.5100,VERDE,,Nao,Nao
SP,,2026-06,Mamão Formosa,FRUTAS,4.1500,11.9960,VERDE,,Nao,Nao
SP,,2026-06,Mamão Havaí,FRUTAS,4.1300,11.9136,VERDE,,Nao,Nao
SP,,2026-03,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.4200,0.5286,VERDE,,Nao,Nao
SP,,2026-02,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.4100,0.5286,VERDE,,Nao,Nao
SP,,2026-01,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.3100,0.5286,VERDE,,Nao,Nao
SP,,2025-10,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.3900,0.5286,VERDE,,Nao,Nao
SP,,2025-08,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.4200,0.5286,VERDE,,Nao,Nao
SP,TUPÃ-SP,2025-12,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.3300,0.3929,VERDE,,Nao,Nao
SP,,2026-04,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.4400,0.5286,VERDE,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,PAO - FRANCÊS,ALIMENTO_VAREJO,14.6500,17.5486,VERDE,,Nao,Nao
SP,,2025-07,PAO - FRANCÊS,ALIMENTO_VAREJO,14.6500,17.5486,VERDE,,Nao,Nao
SP,,2026-06,Pescada Amarela,PESCADOS,36.0500,44.0551,VERDE,,Sim,Nao
SP,,2026-02,TOMATE - NÃO INFORMADO,LEGUMES,1.9900,3.4671,VERDE,,Nao,Nao
SP,,2025-12,TOMATE - NÃO INFORMADO,LEGUMES,1.5000,3.4671,VERDE,,Nao,Nao
SP,,2025-10,TOMATE - NÃO INFORMADO,LEGUMES,2.9100,3.4671,VERDE,,Nao,Nao
SP,SÃO PAULO-SP,2025-11,TOMATE - NÃO INFORMADO,LEGUMES,8.1100,9.5856,VERDE,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,TOMATE - NÃO INFORMADO,LEGUMES,7.6600,9.5856,VERDE,,Sim,Nao
SP,,2025-09,TOMATE - NÃO INFORMADO,LEGUMES,2.2200,3.4671,VERDE,,Nao,Nao
SP,RIBEIRÃO BRANCO-SP,2025-11,TOMATE - NÃO INFORMADO,LEGUMES,1.5200,2.5257,VERDE,,Nao,Nao
SP,RIBEIRÃO BRANCO-SP,2025-12,TOMATE - NÃO INFORMADO,LEGUMES,1.5000,2.5257,VERDE,,Nao,Nao
SP,,2025-08,TOMATE - NÃO INFORMADO,LEGUMES,2.3000,3.4671,VERDE,,Nao,Nao
SP,,2026-06,Tomate Caqui,LEGUMES,7.2211,94.1199,VERDE,,Nao,Nao
SP,,2026-06,Tomate Italiano - Pizzadoro,LEGUMES,4.7467,97.5000,VERDE,,Nao,Nao
SP,,2025-07,UVA - INDÚSTRIA NIÁGARA,FRUTAS,6.1200,7.2471,VERDE,,Nao,Nao
SP,PORTO FELIZ-SP,2025-08,UVA - INDÚSTRIA NIÁGARA,FRUTAS,5.9000,7.5150,VERDE,,Sim,Nao
SP,JALES-SP,2025-08,UVA - INDÚSTRIA NIÁGARA,FRUTAS,5.6300,7.0333,VERDE,,Nao,Nao
SP,PORTO FELIZ-SP,2025-07,UVA - INDÚSTRIA NIÁGARA,FRUTAS,6.3700,7.5150,VERDE,,Sim,Nao
SP,CAMPINAS-SP,2025-08,UVA - INDÚSTRIA NIÁGARA,FRUTAS,4.8600,5.7567,VERDE,,Sim,Nao
SP,,2025-08,UVA - INDÚSTRIA NIÁGARA,FRUTAS,5.3900,7.2471,VERDE,,Nao,Nao
SP,,2026-06,Uva Arra 15,FRUTAS,12.9960,39.1279,VERDE,,Sim,Nao
SP,,2026-07,Uva Arra 15,FRUTAS,13.5812,39.1279,VERDE,,Sim,Nao
SP,,2025-04,Abacaxi Havai,FRUTAS,11.9136,10.0827,VERMELHO,,Nao,Nao
SP,,2025-05,Abacaxi Havai,FRUTAS,11.9136,10.0827,VERMELHO,,Nao,Nao
SP,,2025-06,Abacaxi Havai,FRUTAS,11.9136,10.0827,VERMELHO,,Nao,Nao
SP,GUARATINGUETÁ-SP,2025-08,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.5000,1.2943,VERMELHO,,Nao,Nao
SP,,2025-08,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.5000,1.2943,VERMELHO,,Nao,Nao
SP,SÃO PAULO-SP,2025-06,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,5.2000,4.2414,VERMELHO,,Nao,Nao
SP,,2025-07,BANANA - PRATA,FRUTAS,2.9600,2.3000,VERMELHO,,Nao,Nao
SP,,2025-08,BANANA - PRATA,FRUTAS,2.9900,2.3000,VERMELHO,,Nao,Nao
SP,,2025-10,BANANA - PRATA,FRUTAS,2.7800,2.3000,VERMELHO,,Nao,Nao
SP,,2026-02,BANANA - PRATA,FRUTAS,3.9800,2.3000,VERMELHO,,Nao,Nao
SP,REGISTRO-SP,2025-12,BANANA - PRATA,FRUTAS,4.2800,3.0643,VERMELHO,,Nao,Nao
SP,ANHUMAS-SP,2025-11,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.4000,0.2786,VERMELHO,,Nao,Nao
SP,ANHUMAS-SP,2025-10,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.4900,0.2786,VERMELHO,,Nao,Nao
SP,,2026-04,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.3400,0.2786,VERMELHO,,Nao,Nao
SP,,2026-03,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.4900,0.2786,VERMELHO,,Nao,Nao
SP,,2026-02,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.4300,0.2786,VERMELHO,,Nao,Nao
SP,,2026-01,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.3500,0.2786,VERMELHO,,Nao,Nao
SP,,2025-11,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.4000,0.2786,VERMELHO,,Nao,Nao
SP,,2025-10,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.4900,0.2786,VERMELHO,,Nao,Nao
SP,,2026-05,BATATA - NÃO INFORMADO,LEGUMES,9.9700,6.6267,VERMELHO,,Sim,Nao
SP,SÃO PAULO-SP,2026-05,BATATA - NÃO INFORMADO,LEGUMES,9.9700,6.6267,VERMELHO,,Sim,Nao
SP,,2026-06,Batata Asterix,ALIMENTO_VAREJO,5.6000,4.0000,VERMELHO,,Nao,Nao
SP,,2026-01,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.5000,0.9414,VERMELHO,,Nao,Nao
SP,,2026-04,CEBOLA - AMARELA,ALIMENTO_VAREJO,2.2800,0.9414,VERMELHO,,Nao,Nao
SP,,2026-03,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.7100,0.9414,VERMELHO,,Nao,Nao
SP,,2025-06,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.9000,0.9414,VERMELHO,,Nao,Nao
SP,,2026-02,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.8700,0.9414,VERMELHO,,Nao,Nao
SP,,2025-12,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.3000,0.9414,VERMELHO,,Nao,Nao
SP,PIEDADE-SP,2025-12,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.3000,0.9414,VERMELHO,,Nao,Nao
SP,PIEDADE-SP,2025-06,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.9000,0.9414,VERMELHO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,FARINHA DE TRIGO - SEM FERMENTO,CEREAIS_GRAOS,5.0300,4.2157,VERMELHO,,Nao,Nao
SP,,2026-04,FEIJAO - COMUM CORES,ALIMENTO_VAREJO,5.1400,3.8614,VERMELHO,,Nao,Nao
SP,,2026-03,FEIJAO - COMUM CORES,ALIMENTO_VAREJO,5.3200,3.8614,VERMELHO,,Nao,Nao
SP,,2026-02,FEIJAO - COMUM CORES,ALIMENTO_VAREJO,4.9500,3.8614,VERMELHO,,Nao,Nao
SP,,2025-12,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,6.9100,5.9629,VERMELHO,,Nao,Nao
SP,,2026-01,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,6.8800,5.9629,VERMELHO,,Nao,Nao
SP,,2026-02,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,7.3600,5.9629,VERMELHO,,Nao,Nao
SP,,2026-03,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,8.5300,5.9629,VERMELHO,,Nao,Nao
SP,,2026-04,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,8.8400,5.9629,VERMELHO,,Nao,Nao
SP,SÃO PAULO-SP,2026-03,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,8.5300,6.4557,VERMELHO,,Nao,Nao
SP,SÃO PAULO-SP,2026-04,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,8.8400,6.4557,VERMELHO,,Nao,Nao
SP,BEBEDOURO-SP,2025-06,LARANJA - INDÚSTRIA PERA,FRUTAS,1.4000,1.1386,VERMELHO,,Nao,Nao
SP,MOJI MIRIM-SP,2025-11,LARANJA - INDÚSTRIA PERA,FRUTAS,1.2300,1.0414,VERMELHO,,Nao,Nao
SP,SANTA SALETE-SP,2025-06,LARANJA - INDÚSTRIA PERA,FRUTAS,1.5600,1.2714,VERMELHO,,Nao,Nao
SP,,2026-04,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,7.1000,5.5343,VERMELHO,,Nao,Nao
SP,,2026-03,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,6.4900,5.5343,VERMELHO,,Nao,Nao
SP,,2025-11,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,6.5900,5.5343,VERMELHO,,Nao,Nao
SP,,2025-10,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,6.7900,5.5343,VERMELHO,,Nao,Nao
SP,SÃO PAULO-SP,2026-04,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,7.1000,6.0529,VERMELHO,,Nao,Nao
SP,,2026-06,Manga Palmer,FRUTAS,7.2200,3.2433,VERMELHO,,Nao,Nao
SP,,2026-06,Manga Tommy,FRUTAS,8.0825,5.8500,VERMELHO,,Nao,Nao
SP,,2026-06,Melancia,FRUTAS,1.9800,1.5875,VERMELHO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-12,MILHO - EM GRÃOS,LEGUMES,1.1900,1.0214,VERMELHO,,Nao,Nao
SP,,2026-06,Ovo Vermelho,ALIMENTO_VAREJO,210.1800,90.0000,VERMELHO,,Nao,Nao
SP,,2025-11,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.6100,0.5286,VERMELHO,,Nao,Nao
SP,,2025-09,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.6300,0.5286,VERMELHO,,Nao,Nao
SP,,2025-07,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.6200,0.5286,VERMELHO,,Nao,Nao
SP,,2025-07,Pescada Amarela,PESCADOS,55.1353,44.0551,VERMELHO,,Sim,Nao
SP,,2025-08,Pescada Amarela,PESCADOS,55.1353,44.0551,VERMELHO,,Sim,Nao
SP,RIBEIRÃO BRANCO-SP,2025-10,TOMATE - NÃO INFORMADO,LEGUMES,2.9100,2.5257,VERMELHO,,Nao,Nao
SP,RIBEIRÃO BRANCO-SP,2025-07,TOMATE - NÃO INFORMADO,LEGUMES,3.3300,2.5257,VERMELHO,,Nao,Nao
SP,RIBEIRÃO BRANCO-SP,2025-06,TOMATE - NÃO INFORMADO,LEGUMES,3.9000,2.5257,VERMELHO,,Nao,Nao
SP,SÃO PAULO-SP,2026-04,TOMATE - NÃO INFORMADO,LEGUMES,11.1800,9.5856,VERMELHO,,Sim,Nao
SP,SÃO PAULO-SP,2026-05,TOMATE - NÃO INFORMADO,LEGUMES,13.5500,9.5856,VERMELHO,,Sim,Nao
SP,,2026-04,TOMATE - NÃO INFORMADO,LEGUMES,11.1800,3.4671,VERMELHO,,Nao,Nao
SP,,2026-03,TOMATE - NÃO INFORMADO,LEGUMES,4.0900,3.4671,VERMELHO,,Nao,Nao
SP,,2025-11,TOMATE - NÃO INFORMADO,LEGUMES,8.1100,3.4671,VERMELHO,,Nao,Nao
SP,,2026-01,TOMATE - NÃO INFORMADO,LEGUMES,9.0500,3.4671,VERMELHO,,Nao,Nao
SP,JALES-SP,2025-11,UVA - INDÚSTRIA NIÁGARA,FRUTAS,8.2100,7.0333,VERMELHO,,Nao,Nao
SP,JALES-SP,2025-12,UVA - INDÚSTRIA NIÁGARA,FRUTAS,8.2500,7.0333,VERMELHO,,Nao,Nao
SP,,2025-12,UVA - INDÚSTRIA NIÁGARA,FRUTAS,10.5000,7.2471,VERMELHO,,Nao,Nao
SP,PORTO FELIZ-SP,2025-12,UVA - INDÚSTRIA NIÁGARA,FRUTAS,11.2500,7.5150,VERMELHO,,Sim,Nao
SP,SÃO PAULO-SP,2026-05,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,9.3800,6.4557,VERMELHO,ESTAVEL,Nao,Nao
SP,,2026-05,FEIJAO - COMUM CORES,ALIMENTO_VAREJO,6.6700,3.8614,VERMELHO,QUEDA,Nao,Nao
SP,,2026-05,CEBOLA - AMARELA,ALIMENTO_VAREJO,3.9400,0.9414,VERMELHO,ALTA,Nao,Nao
SP,,2026-07,Tomate Italiano - Pizzadoro,LEGUMES,54.3700,97.5000,VERDE,ALTA,Nao,Nao
SP,,2026-07,Tomate Caqui,LEGUMES,51.2716,94.1199,VERDE,ALTA,Nao,Nao
SP,,2026-05,OVOS DE GALINHA - GRANDE BRANCO,PROTEINAS,0.4200,0.5286,VERDE,QUEDA,Nao,Nao
SP,,2026-07,Mamão Havaí,FRUTAS,9.8067,11.9136,VERDE,ALTA,Nao,Nao
SP,,2026-07,Mamão Formosa,FRUTAS,9.9843,11.9960,VERDE,ALTA,Nao,Nao
SP,,2026-07,Maça Gala Importada,FRUTAS,56.6950,105.5100,VERDE,ESTAVEL,Nao,Nao
SP,,2026-07,Maçã Gala,FRUTAS,40.4215,77.4167,VERDE,ALTA,Nao,Nao
SP,,2026-07,Maçã Fuji,FRUTAS,57.0475,73.5000,VERDE,ALTA,Nao,Nao
SP,,2026-05,LARANJA - INDÚSTRIA PERA,FRUTAS,0.7400,1.1243,VERDE,QUEDA,Nao,Nao
SP,,2026-07,Cebola Roxa,ALIMENTO_VAREJO,40.6660,94.3750,VERDE,ALTA,Nao,Nao
SP,,2026-07,Batata Lavada,ALIMENTO_VAREJO,17.1717,22.0944,VERDE,ALTA,Nao,Nao
SP,,2026-07,Batata Doce Roxa,LEGUMES,2.5833,94.3750,VERDE,ALTA,Nao,Nao
SP,,2026-07,Batata Doce Amarela,LEGUMES,40.0195,55.1353,VERDE,ALTA,Nao,Nao
SP,,2026-07,Banana Prata SP,FRUTAS,4.1900,23.0220,VERDE,ESTAVEL,Nao,Nao
SP,,2026-07,Banana Prata MG,FRUTAS,21.9878,36.2800,VERDE,ALTA,Nao,Nao
SP,,2026-05,BANANA - PRATA,FRUTAS,0.9000,2.3000,VERDE,QUEDA,Nao,Nao
SP,,2026-07,Abacaxi Havai,FRUTAS,6.0440,10.0827,VERDE,ESTAVEL,Nao,Nao
SP,,2026-05,"TRIGO - MELHORADOR, PH 78, T",CEREAIS_GRAOS,1.1200,1.2057,AMARELO,QUEDA,Nao,Nao
SP,,2026-05,SOJA - EM GRÃOS,CEREAIS_GRAOS,1.9100,2.0586,AMARELO,ESTAVEL,Nao,Nao
SP,,2026-07,Salsa,VERDURAS,61.3422,71.9444,AMARELO,QUEDA,Nao,Nao
SP,SÃO PAULO-SP,2026-05,PAO - FRANCÊS,ALIMENTO_VAREJO,19.7800,17.5486,AMARELO,ALTA,Nao,Nao
SP,,2026-05,PAO - FRANCÊS,ALIMENTO_VAREJO,19.7800,17.5486,AMARELO,ALTA,Nao,Nao
SP,SÃO PAULO-SP,2026-05,OLEO DE SOJA - REFINADO,ALIMENTO_VAREJO,8.9700,8.7800,AMARELO,ALTA,Nao,Nao
SP,,2026-05,OLEO DE SOJA - REFINADO,ALIMENTO_VAREJO,8.9700,8.7571,AMARELO,ALTA,Nao,Nao
SP,,2026-05,LEITE DE VACA - IN NATURA,PROTEINAS,2.4100,2.3457,AMARELO,QUEDA,Nao,Nao
SP,,2026-05,FRANGO - VIVO,PROTEINAS,5.3300,5.8514,AMARELO,ESTAVEL,Nao,Nao
SP,,2026-05,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.7000,2.6957,AMARELO,ALTA,Nao,Nao
SP,,2026-05,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.3800,2.4529,AMARELO,ALTA,Nao,Nao
SP,,2026-05,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,62.6800,65.9171,AMARELO,ESTAVEL,Nao,Nao
SP,SÃO PAULO-SP,2026-05,CAFE - MOÍDO E TORRADO,ALIMENTO_VAREJO,62.6800,64.5886,AMARELO,ALTA,Nao,Nao
SP,,2026-07,Batata Asterix,ALIMENTO_VAREJO,3.8983,4.0000,AMARELO,ALTA,Nao,Nao
SP,,2026-05,BATATA-DOCE - NÃO INFORMADO,LEGUMES,0.2800,0.2786,AMARELO,ALTA,Nao,Nao
SP,SÃO PAULO-SP,2026-05,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.4600,4.2414,AMARELO,ESTAVEL,Nao,Nao
SP,,2026-05,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.4600,4.4229,AMARELO,ESTAVEL,Nao,Nao
SP,,2026-05,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,7.1000,5.5343,VERMELHO,QUEDA,Nao,Nao
SP,,2026-05,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3300,1.2943,AMARELO,QUEDA,Nao,Nao
SP,SÃO PAULO-SP,2026-05,LEITE DE VACA - LONGA VIDA INTEGRAL,PROTEINAS,7.1000,6.0529,VERMELHO,QUEDA,Nao,Nao
SP,,2026-07,Manga Tommy,FRUTAS,7.2486,5.8500,VERMELHO,QUEDA,Nao,Nao
SP,,2026-07,Ovo Vermelho,ALIMENTO_VAREJO,201.7100,90.0000,VERMELHO,QUEDA,Nao,Nao
SP,,2026-05,TOMATE - NÃO INFORMADO,LEGUMES,13.5500,3.4671,VERMELHO,QUEDA,Nao,Nao
