ID Produto,Categoria,Nome do Produto,UF,Municipio,Mes/Ano Referencia,Preco Atual (R$),Preco Referencia (Baseline - R$),Divergencia Matematica (%),Status do Semafaro (Cor no DB),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
900,ALIMENTO_VAREJO,ERVA MATE - IN NATURA,SC,CATANDUVAS-SC,2025-07,0.8000,0.7843,2.00,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,GO,,2025-11,18.8200,18.5029,1.71,AMARELO,,Nao,Nao
868,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA AMARELO (A) 1,AP,MACAPÁ-AP,2025-07,5.7600,5.7186,0.72,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SE,ARACAJU-SE,2026-01,70.4800,64.0243,10.08,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,AL,UNIÃO DOS PALMARES-AL,2025-09,0.4400,0.4143,6.20,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,MG,,2025-10,5.6700,6.1971,-8.51,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,SC,FLORIANÓPOLIS-SC,2025-12,53.4500,53.7450,-0.55,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AM,MANAUS-AM,2025-07,8.9700,9.6571,-7.11,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,PB,,2025-06,5.2300,5.3633,-2.49,AMARELO,,Nao,Nao
850,PROTEINAS,CARNE DE FRANGO - CONGELADO,PE,,2025-07,12.7100,12.5467,1.30,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,MS,CAMPO GRANDE-MS,2025-06,20.9300,19.3086,8.40,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PB,MONTEIRO-PB,2025-10,1.3300,1.3386,-0.64,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RS,SÃO LUIZ GONZAGA-RS,2025-08,0.9700,0.9786,-0.88,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,SC,FLORIANÓPOLIS-SC,2025-12,4.4200,4.0200,9.95,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,AL,,2025-07,1.2900,1.2314,4.76,AMARELO,,Nao,Nao
1012,HORTIFRUTIGRANJEIROS,Banana Maçã,RS,,2026-07,3.7800,3.6400,3.85,AMARELO,,Sim,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,PB,,2025-09,5.8300,6.0971,-4.38,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,SP,,2025-09,19.1900,17.5486,9.35,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,TO,PALMAS-TO,2025-08,11.9800,11.9457,0.29,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,MS,CAMPO GRANDE-MS,2025-11,6.7000,6.9743,-3.93,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,TO,PALMAS-TO,2025-12,1.0100,1.0050,0.50,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RN,,2025-07,6.3200,6.5471,-3.47,AMARELO,,Nao,Nao
948,ALIMENTO_VAREJO,Pinhão,SP,,2026-07,9.9800,9.9650,0.15,AMARELO,,Sim,Nao
829,ALIMENTO_VAREJO,AZEITE DE BABACU - NÃO INFORMADO,PI,MIGUEL ALVES-PI,2025-07,20.0000,22.2671,-10.18,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,CE,RUSSAS-CE,2026-04,1.4000,1.3014,7.58,AMARELO,,Nao,Nao
840,CEREAIS_GRAOS,FARINHA DE MANDIOCA - TORRADA,SP,PRESIDENTE PRUDENTE-SP,2025-08,2.4300,2.8771,-15.54,VERDE,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RS,IJUÍ-RS,2025-09,2.3400,2.2843,2.44,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,SE,,2025-11,3.6100,3.8143,-5.36,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,GO,,2025-06,0.8300,0.9014,-7.92,AMARELO,,Nao,Nao
1178,HORTIFRUTIGRANJEIROS,Limão Siciliano,SP,,2026-06,7.1100,7.1550,-0.63,AMARELO,,Sim,Nao
913,PROTEINAS,CARNE SUINA - PERNIL COM OSSO CONG,SC,SÃO JOSÉ-SC,2025-08,14.4500,15.0214,-3.80,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,RS,PORTO ALEGRE-RS,2026-05,7.7200,4.0575,90.26,VERMELHO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MA,,2025-07,4.1200,4.2457,-2.96,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RS,CRUZ ALTA-RS,2026-05,2.0500,2.0471,0.14,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,MG,BELO HORIZONTE-MG,2025-10,5.9400,6.1657,-3.66,AMARELO,,Nao,Nao
863,PROTEINAS,CARNE CAPRINA - DIANTEIRA,DF,,2025-10,35.0000,35.0157,-0.04,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,ES,,2025-09,50.3800,53.8343,-6.42,AMARELO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",SC,,2025-11,1.3800,1.2914,6.86,AMARELO,,Nao,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,AL,,2025-08,3.4100,3.5986,-5.24,AMARELO,,Nao,Nao
873,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA ISABEL,RS,,2025-08,1.8500,1.8500,0.00,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RN,,2025-07,1.3000,1.3143,-1.09,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MG,,2026-05,4.5600,4.5886,-0.62,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MT,QUERÊNCIA-MT,2025-07,0.6600,0.7114,-7.23,AMARELO,,Nao,Nao
1136,HORTIFRUTIGRANJEIROS,Abobrinha Italiana,PE,,2026-06,3.0000,3.0000,0.00,AMARELO,,Sim,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,RJ,RIO DE JANEIRO-RJ,2025-07,5.5600,6.2871,-11.56,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RN,NATAL-RN,2025-06,66.0500,64.9029,1.77,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,AP,,2025-07,2.0000,1.9683,1.61,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,ES,VITÓRIA-ES,2025-10,1.2900,1.2771,1.01,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,RN,,2025-06,6.5700,5.9843,9.79,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,TO,PALMAS-TO,2025-12,47.5200,46.7925,1.55,AMARELO,,Nao,Nao
1080,HORTIFRUTIGRANJEIROS,Abacate Avocado,TO,"",2026-07,5.5000,5.3750,2.33,AMARELO,,Sim,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,RJ,RIO DE JANEIRO-RJ,2025-07,2.9600,2.9867,-0.89,AMARELO,,Nao,Nao
816,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA BRANCA,RJ,,2025-07,2.3500,2.3043,1.98,AMARELO,,Nao,Nao
781,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) SECA BRANC,PI,MARCOLÂNDIA-PI,2025-10,2.6600,2.5786,3.16,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,MG,CARMO DO RIO CLARO-MG,2025-09,3.8900,3.8257,1.68,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,ES,,2025-07,3.6000,3.6343,-0.94,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,RS,,2025-10,4.8700,4.7700,2.10,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,SP,,2025-07,14.6500,17.5486,-16.52,VERDE,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RO,PORTO VELHO-RO,2025-11,15.2600,14.9657,1.97,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,RJ,,2026-03,6.7300,6.2871,7.04,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,MS,,2026-05,9.9700,6.6700,49.48,VERMELHO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,RN,NATAL-RN,2026-05,5.1000,5.1000,0.00,AMARELO,,Sim,Nao
1080,HORTIFRUTIGRANJEIROS,Abacate Avocado,AL,,2026-06,6.6000,6.6000,0.00,AMARELO,,Sim,Nao
777,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,RJ,,2025-08,5.4700,4.8400,13.02,AMARELO,,Nao,Nao
898,PROTEINAS,CARNE CAPRINA - CARCAÇA,PB,CARAÚBAS-PB,2025-09,27.0000,27.0000,0.00,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AC,ACRELÂNDIA-AC,2025-10,1.8900,1.9071,-0.90,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PR,PONTA GROSSA-PR,2026-05,1.0400,0.9943,4.60,AMARELO,,Nao,Nao
1066,ALIMENTO_VAREJO,Cebola Importada,RJ,"",2026-06,4.0000,4.5000,-11.11,AMARELO,,Sim,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AC,RIO BRANCO-AC,2025-08,8.9600,9.5457,-6.14,AMARELO,,Nao,Nao
1041,HORTIFRUTIGRANJEIROS,Moyashi,SP,,2026-07,5.5000,5.5000,0.00,AMARELO,,Sim,Nao
994,HORTIFRUTIGRANJEIROS,Banana Nanica,MG,,2025-10,1.6300,1.6300,0.00,AMARELO,,Nao,Nao
956,HORTIFRUTIGRANJEIROS,Laranja Baia,ES,,2026-07,1.7200,1.6950,1.47,AMARELO,,Sim,Nao
894,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,BA,,2025-10,5.5200,5.4000,2.22,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,AL,,2025-12,0.5700,0.6471,-11.91,AMARELO,,Nao,Nao
861,HORTIFRUTIGRANJEIROS,UVA - DE MESA NIÁGARA,PR,CORNÉLIO PROCÓPIO-PR,2025-12,10.2300,9.8829,3.51,AMARELO,,Nao,Nao
910,ALIMENTO_VAREJO,AZEITE DE MACAUBA - NÃO INFORMADO,CE,BARBALHA-CE,2025-10,40.0000,40.0000,0.00,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,SE,ARACAJU-SE,2025-08,8.5900,8.9829,-4.37,AMARELO,,Nao,Nao
855,HORTIFRUTIGRANJEIROS,BATATA-DOCE - AMARELA,PB,,2025-10,4.2700,3.9943,6.90,AMARELO,,Nao,Nao
1153,PESCADOS,Namorado,SP,,2026-06,45.5000,46.7100,-2.59,AMARELO,,Sim,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PR,CURITIBA-PR,2025-11,47.0300,46.7450,0.61,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MS,,2025-12,3.6500,4.4114,-17.26,VERDE,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PR,CORNÉLIO PROCÓPIO-PR,2025-12,1.9700,1.9643,0.29,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,RR,BOA VISTA-RR,2025-06,6.3200,4.8086,31.43,VERMELHO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,TO,,2026-04,3.5000,3.1929,9.62,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MG,UNAÍ-MG,2025-12,1.0200,0.9743,4.69,AMARELO,,Nao,Nao
840,CEREAIS_GRAOS,FARINHA DE MANDIOCA - TORRADA,SP,,2025-11,2.9100,2.6957,7.95,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,GO,,2026-04,6.4200,4.4450,44.43,VERMELHO,,Nao,Nao
831,CEREAIS_GRAOS,FARINHA DE MANDIOCA - TORRADA BRANCA,BA,SALVADOR-BA,2026-05,6.9000,7.2750,-5.15,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,CE,FORTALEZA-CE,2026-04,8.2100,5.3929,52.24,VERMELHO,,Nao,Nao
778,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA,RS,,2025-08,0.5600,0.6871,-18.50,VERDE,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,MS,CAMPO GRANDE-MS,2025-12,18.0300,19.3086,-6.62,AMARELO,,Nao,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,MA,,2025-08,1.4700,1.5767,-6.77,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AC,RIO BRANCO-AC,2026-01,6.3100,6.3000,0.16,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,GO,CATALÃO-GO,2025-10,0.8900,0.8733,1.91,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,BA,,2025-07,1.3200,1.2386,6.57,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,RO,,2025-09,36.8500,36.9025,-0.14,AMARELO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,PA,,2026-05,0.3000,0.5800,-48.28,VERDE,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,ES,VENDA NOVA DO IMIGRANTE-ES,2025-12,2.0600,3.6243,-43.16,VERDE,,Nao,Nao
797,PROTEINAS,CARNE BOVINA - CHARQUE PA MANTA,PE,,2025-06,38.3300,39.7100,-3.48,AMARELO,,Nao,Nao
781,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) SECA BRANC,SC,,2025-10,2.0000,2.0000,0.00,AMARELO,,Nao,Nao
2189,HORTIFRUTIGRANJEIROS,Abóbora D´Agua,MA,,2026-06,3.4300,3.4300,0.00,AMARELO,,Sim,Nao
854,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) D'ÁGUA,MA,SANTA RITA-MA,2025-09,10.7000,10.3814,3.07,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RO,,2026-01,1.6700,1.9357,-13.73,AMARELO,,Nao,Nao
809,CEREAIS_GRAOS,ARROZ - PARBOILIZADO LONGO F,SP,SÃO PAULO-SP,2025-08,4.3200,4.3671,-1.08,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,MT,CUIABÁ-MT,2025-06,17.5300,19.4271,-9.77,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SC,,2026-03,2.1800,2.1886,-0.39,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PB,,2025-06,5.3500,5.3729,-0.43,AMARELO,,Nao,Nao
1161,HORTIFRUTIGRANJEIROS,Alface Americana,RJ,"",2026-07,16.6700,16.6700,0.00,AMARELO,,Sim,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,BA,,2026-04,45.0400,41.3150,9.02,AMARELO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",RS,PASSO FUNDO-RS,2025-12,0.9100,1.0843,-16.07,VERDE,,Nao,Nao
899,ALIMENTO_VAREJO,OLEO DE BABACU - NÃO INFORMADO,MA,PEDREIRAS-MA,2025-10,14.0000,14.7143,-4.85,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RN,CURRAIS NOVOS-RN,2025-06,2.3400,2.2914,2.12,AMARELO,,Nao,Nao
940,HORTIFRUTIGRANJEIROS,Inhame,BR,"",2026-06,6.2100,6.2100,0.00,AMARELO,,Sim,Nao
976,HORTIFRUTIGRANJEIROS,Banana Prata SP,SP,,2026-05,23.0220,23.0220,0.00,AMARELO,,Nao,Nao
1812,ALIMENTO_VAREJO,Cebola Importada Espanha,RN,,2026-07,6.5000,6.0950,6.64,AMARELO,,Sim,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,SE,ARACAJU-SE,2025-10,4.6600,4.8029,-2.98,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PA,BELÉM-PA,2026-05,9.6600,9.4629,2.08,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RR,BOA VISTA-RR,2025-09,8.0900,7.8686,2.81,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SC,,2025-06,67.5200,66.1871,2.01,AMARELO,,Nao,Nao
1109,HORTIFRUTIGRANJEIROS,Manga Tommy,SP,,2026-03,5.8500,5.8500,0.00,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,MA,,2025-10,40.8500,41.2875,-1.06,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,RO,PORTO VELHO-RO,2025-11,7.8400,7.6225,2.85,AMARELO,,Nao,Nao
907,ALIMENTO_VAREJO,ACUCAR - REFINADO,SC,,2025-10,5.0300,4.6971,7.09,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RR,BOA VISTA-RR,2025-06,1.6000,1.4743,8.53,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SC,,2026-05,0.9600,1.1000,-12.73,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AM,MANAUS-AM,2026-05,7.7700,5.8957,31.79,VERMELHO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,SC,FLORIANÓPOLIS-SC,2025-10,53.9800,53.7450,0.44,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PA,SANTARÉM-PA,2025-08,1.9700,1.9733,-0.17,AMARELO,,Nao,Nao
933,HORTIFRUTIGRANJEIROS,Abóbora Japonesa,PE,,2026-06,2.8000,2.8000,0.00,AMARELO,,Sim,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,SE,ARACAJU-SE,2025-08,4.0700,4.2014,-3.13,AMARELO,,Nao,Nao
973,HORTIFRUTIGRANJEIROS,Ciclamen,SP,,2026-06,60.0000,60.0000,0.00,AMARELO,,Sim,Nao
796,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA SECA,PA,CASTANHAL-PA,2025-10,4.6100,4.2829,7.64,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,PR,,2025-12,6.7200,7.0429,-4.58,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RR,BOA VISTA-RR,2025-11,40.7500,40.6525,0.24,AMARELO,,Nao,Nao
882,CEREAIS_GRAOS,ARROZ - VERMELHO EM CASCA,RN,,2026-04,1.7900,2.1386,-16.30,VERDE,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,ES,PINHEIROS-ES,2025-07,4.4100,4.6429,-5.02,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,DF,,2025-06,4.5700,4.5843,-0.31,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,AM,MANAUS-AM,2025-09,13.6300,12.4429,9.54,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,PI,TERESINA-PI,2026-03,6.9500,5.7475,20.92,VERMELHO,,Nao,Nao
1109,HORTIFRUTIGRANJEIROS,Manga Tommy,SP,,2025-01,5.8500,5.8500,0.00,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,TO,,2025-08,4.3800,4.4129,-0.75,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MS,,2026-05,0.8600,0.9814,-12.37,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,SP,,2026-01,4.4500,4.4229,0.61,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SC,PALMITOS-SC,2026-05,2.1200,2.1057,0.68,AMARELO,,Nao,Nao
894,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,BA,,2025-12,5.0200,5.4000,-7.04,AMARELO,,Nao,Nao
830,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 2 SECA,CE,,2025-06,3.3300,3.0943,7.62,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,PI,,2025-10,68.5600,66.4625,3.16,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,PE,ÁGUAS BELAS-PE,2025-09,2.2000,2.2257,-1.15,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,AC,,2026-01,8.6000,8.7600,-1.83,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,BA,IRECÊ-BA,2025-09,1.3300,1.3671,-2.71,AMARELO,,Nao,Nao
889,ALIMENTO_VAREJO,MACA - FUJI,SC,,2025-07,3.1100,3.0725,1.22,AMARELO,,Nao,Nao
1080,HORTIFRUTIGRANJEIROS,Abacate Avocado,SP,,2026-07,4.9700,4.1100,20.92,VERMELHO,,Sim,Nao
1161,HORTIFRUTIGRANJEIROS,Alface Americana,SP,,2026-07,36.2860,33.1430,9.48,AMARELO,,Sim,Nao
952,HORTIFRUTIGRANJEIROS,Atemoia,SP,,2026-06,8.0767,8.4767,-4.72,AMARELO,,Sim,Nao
917,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA SECA BRANCA,PE,ARARIPINA-PE,2025-10,2.5000,2.3643,5.74,AMARELO,,Nao,Nao
1059,HORTIFRUTIGRANJEIROS,Salsa,SP,,2025-03,71.9444,71.9444,0.00,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PE,,2025-10,1.6700,1.5043,11.02,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,TO,DIANÓPOLIS-TO,2025-08,0.8400,0.8929,-5.92,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,RN,NATAL-RN,2025-07,4.2900,4.5043,-4.76,AMARELO,,Nao,Nao
796,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA SECA,SE,,2025-09,3.7400,3.7914,-1.36,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,AP,,2025-12,4.6200,4.6786,-1.25,AMARELO,,Nao,Nao
777,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,PB,,2025-09,5.1300,4.7600,7.77,AMARELO,,Nao,Nao
1102,HORTIFRUTIGRANJEIROS,Brócolos Ramoso,RS,,2026-06,4.7600,3.9450,20.66,VERMELHO,,Sim,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,CE,FORTALEZA-CE,2025-06,5.2900,5.3929,-1.91,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,RS,,2025-11,4.2000,4.0575,3.51,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,TO,PALMAS-TO,2025-06,0.6500,0.5571,16.68,VERMELHO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RR,BOA VISTA-RR,2026-04,7.8000,7.8686,-0.87,AMARELO,,Nao,Nao
922,HORTIFRUTIGRANJEIROS,Abóbora Seca,MS,,2026-06,4.5000,4.5000,0.00,AMARELO,,Sim,Nao
887,ALIMENTO_VAREJO,CEBOLA - NÃO INFORMADO,GO,,2026-02,2.0000,2.1771,-8.13,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,MS,,2026-02,46.3700,45.7925,1.26,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,RR,BOA VISTA-RR,2025-10,16.4200,17.5286,-6.32,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PR,,2025-10,0.8900,0.9657,-7.84,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,RR,BOA VISTA-RR,2025-07,34.7000,35.6529,-2.67,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PI,,2025-11,4.3000,4.7943,-10.31,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AM,MANAUS-AM,2026-05,8.5000,9.6571,-11.98,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,RN,,2025-06,0.5800,0.5271,10.04,AMARELO,,Nao,Nao
803,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA NIÁGARA BR,MG,,2026-02,7.9300,7.9650,-0.44,AMARELO,,Sim,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,MG,PARACATU-MG,2025-09,3.9800,3.8300,3.92,AMARELO,,Nao,Nao
