produto;classificao_produto;id_produto;nom_municipio;cod_ibge;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
00-18-18                 ;NÃO INFORMADO       ;10224;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,27
00-18-18                 ;NÃO INFORMADO       ;10224;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,32
00-18-18                 ;NÃO INFORMADO       ;10224;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,41
00-20-20                 ;NÃO INFORMADO       ;4466;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,33
00-20-20                 ;NÃO INFORMADO       ;4466;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,39
00-20-30                 ;NÃO INFORMADO       ;8147;IJUÍ-RS                                           ;4310207                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,92
02-20-18                 ;NÃO INFORMADO       ;14915;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,95
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,27
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,06
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,86
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,82
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,36
02-20-20                 ;NÃO INFORMADO       ;4476;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,72
02-20-20                 ;NÃO INFORMADO       ;4476;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,75
02-20-20                 ;NÃO INFORMADO       ;4476;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,02
02-23-23                 ;NÃO INFORMADO       ;11824;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,93
02-23-23                 ;NÃO INFORMADO       ;11824;SÃO GABRIEL-RS                                    ;4318309                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,96
02-23-23                 ;NÃO INFORMADO       ;11824;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,87
02-23-23                 ;NÃO INFORMADO       ;11824;SÃO GABRIEL-RS                                    ;4318309                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,0
02-23-23                 ;NÃO INFORMADO       ;11824;SÃO GABRIEL-RS                                    ;4318309                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,18
02-28-16                 ;NÃO INFORMADO       ;13762;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,9
02-28-16                 ;NÃO INFORMADO       ;13762;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;3,12
02-28-20                 ;NÃO INFORMADO       ;12700;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,7
03-21-21                 ;YARA YARA BASA ROBUS;14765;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,92
03-21-21                 ;YARA YARA BASA ROBUS;14765;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,18
03-21-21                 ;YARA YARA BASA ROBUS;14765;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,04
03-30-15                 ;NÃO INFORMADO       ;4479;FREI ROGÉRIO-SC                                   ;4205555                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,89
04-14-07                 ;NÃO INFORMADO       ;13001;DOMINGOS MARTINS-ES                               ;3201902                       ;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,8
04-14-08                 ;NÃO INFORMADO       ;4480;FLORES DA CUNHA-RS                                ;4308201                       ;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;2,53
04-14-08                 ;NÃO INFORMADO       ;4480;CRUZ DAS ALMAS-BA                                 ;2909802                       ;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,12
04-14-08                 ;NÃO INFORMADO       ;4480;BUENO BRANDÃO-MG                                  ;3109105                       ;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,2
04-14-08                 ;NÃO INFORMADO       ;4480;CONTENDA-PR                                       ;4106209                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,67
04-14-08                 ;NÃO INFORMADO       ;4480;GRANDES RIOS-PR                                   ;4108700                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-14-08                 ;NÃO INFORMADO       ;4480;SÃO JOSÉ DE UBÁ-RJ                                ;3305133                       ;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,4
04-14-08                 ;NÃO INFORMADO       ;4480;CRUZ DAS ALMAS-BA                                 ;2909802                       ;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,12
04-14-08                 ;NÃO INFORMADO       ;4480;CRUZ DAS ALMAS-BA                                 ;2909802                       ;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,8
04-20-20                 ;NÃO INFORMADO       ;4482;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,5
04-20-20                 ;NÃO INFORMADO       ;4482;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-20-20                 ;NÃO INFORMADO       ;4482;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-20-20                 ;NÃO INFORMADO       ;4482;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-24-12                 ;NÃO INFORMADO       ;4486;FLORES DA CUNHA-RS                                ;4308201                       ;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;2,98
04-30-05                 ;NÃO INFORMADO       ;10443;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,5
04-30-05                 ;NÃO INFORMADO       ;10443;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-30-05                 ;NÃO INFORMADO       ;10443;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,67
04-30-10                 ;NÃO INFORMADO       ;4488;UMUARAMA-PR                                       ;4128104                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,65
04-30-10                 ;NÃO INFORMADO       ;4488;PENÁPOLIS-SP                                      ;3537305                       ;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,5
04-30-10                 ;NÃO INFORMADO       ;4488;PIRACICABA-SP                                     ;3538709                       ;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,5
04-30-10                 ;NÃO INFORMADO       ;4488;IVINHEMA-MS                                       ;5004700                       ;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,54
04-30-10                 ;NÃO INFORMADO       ;4488;UMUARAMA-PR                                       ;4128104                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,9
05-15-10                 ;NÃO INFORMADO       ;10862;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,4
05-15-10                 ;NÃO INFORMADO       ;10862;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,44
05-20-10                 ;NÃO INFORMADO       ;4491;CANGUÇU-RS                                        ;4304507                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,74
05-20-10                 ;NÃO INFORMADO       ;4491;ALFREDO WAGNER-SC                                 ;4200705                       ;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,85
05-20-20                 ;NÃO INFORMADO       ;4492;CACHOEIRA DO SUL-RS                               ;4303004                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,2
05-20-20                 ;NÃO INFORMADO       ;4492;BENTO GONÇALVES-RS                                ;4302105                       ;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;3,28
05-20-20                 ;NÃO INFORMADO       ;4492;MONTENEGRO-RS                                     ;4312401                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,96
05-20-20                 ;NÃO INFORMADO       ;4492;RESTINGA SECA-RS                                  ;4315503                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,0
05-20-20                 ;NÃO INFORMADO       ;4492;VENÂNCIO AIRES-RS                                 ;4322608                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,81
05-20-20                 ;NÃO INFORMADO       ;4492;MELEIRO-SC                                        ;4210803                       ;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,1
05-20-20                 ;NÃO INFORMADO       ;4492;LIBERATO SALZANO-RS                               ;4311601                       ;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,76
05-20-20                 ;NÃO INFORMADO       ;4492;CACHOEIRA DO SUL-RS                               ;4303004                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,0
05-20-20                 ;NÃO INFORMADO       ;4492;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,4
05-20-20                 ;NÃO INFORMADO       ;4492;CACHOEIRA DO SUL-RS                               ;4303004                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,3
05-20-30                 ;NÃO INFORMADO       ;7118;SANTO ANTÔNIO DA PATRULHA-RS                      ;4317608                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,16
05-20-30                 ;NÃO INFORMADO       ;7118;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,2
05-20-30                 ;NÃO INFORMADO       ;7118;SANTO ANTÔNIO DA PATRULHA-RS                      ;4317608                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,25
05-20-30                 ;NÃO INFORMADO       ;7118;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,25
05-20-30                 ;NÃO INFORMADO       ;7118;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,45
06-24-12                 ;NÃO INFORMADO       ;12693;BONITO-PE                                         ;2602308                       ;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;5,04
06-40-08                 ;NÃO INFORMADO       ;14019;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;4,84
06-40-08                 ;NÃO INFORMADO       ;14019;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,84
06-40-08                 ;NÃO INFORMADO       ;14019;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,75
07-14-28                 ;NÃO INFORMADO       ;11947;BRAZÓPOLIS-MG                                     ;3108909                       ;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,2
08-16-16                 ;NÃO INFORMADO       ;10489;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,61
08-16-16                 ;NÃO INFORMADO       ;10489;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,68
08-16-24                 ;NÃO INFORMADO       ;14865;SANTA ROSA-RS                                     ;4317202                       ;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,7
08-20-15                 ;NÃO INFORMADO       ;6777;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,2
08-20-15                 ;NÃO INFORMADO       ;6777;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,94
08-20-18+MICRO           ;NÃO INFORMADO       ;6252;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,52
08-20-18+MICRO           ;NÃO INFORMADO       ;6252;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,25
08-20-18+MICRO           ;NÃO INFORMADO       ;6252;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,9
08-20-20                 ;NÃO INFORMADO       ;4503;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
08-20-20                 ;NÃO INFORMADO       ;4503;LAGUNA CARAPÃ-MS                                  ;5005251                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,44
08-20-20                 ;NÃO INFORMADO       ;4503;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,3
08-20-20                 ;NÃO INFORMADO       ;4503;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,95
08-20-20                 ;NÃO INFORMADO       ;4503;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,38
08-20-20                 ;NÃO INFORMADO       ;4503;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,16
08-20-20                 ;NÃO INFORMADO       ;4503;LAGUNA CARAPÃ-MS                                  ;5005251                       ;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,28
08-20-20                 ;NÃO INFORMADO       ;4503;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,05
08-20-20                 ;NÃO INFORMADO       ;4503;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,0
08-20-20                 ;NÃO INFORMADO       ;4503;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,85
08-20-20                 ;NÃO INFORMADO       ;4503;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,3
08-20-20 + ZN            ;NÃO INFORMADO       ;4505;CAMPO VERDE-MT                                    ;5102678                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,37
08-20-20 + ZN            ;NÃO INFORMADO       ;4505;CAMPO VERDE-MT                                    ;5102678                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,43
08-28-16                 ;NÃO INFORMADO       ;4506;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,3
08-28-16                 ;NÃO INFORMADO       ;4506;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,58
08-28-16                 ;NÃO INFORMADO       ;4506;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,58
08-28-16                 ;NÃO INFORMADO       ;4506;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,75
08-40-00                 ;NÃO INFORMADO       ;10592;UNAÍ-MG                                           ;3170404                       ;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,7
09-00-24                 ;NÃO INFORMADO       ;11904;SOMBRIO-SC                                        ;4217709                       ;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,4
09-00-24                 ;NÃO INFORMADO       ;11904;TRÊS CACHOEIRAS-RS                                ;4321667                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,5
09-25-15                 ;NÃO INFORMADO       ;13664;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,24
09-25-15                 ;NÃO INFORMADO       ;13664;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,23
10-00-30                 ;NÃO INFORMADO       ;11776;SÃO JOSÉ DE UBÁ-RJ                                ;3305133                       ;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,92
10-10-10                 ;NÃO INFORMADO       ;8653;CERRO AZUL-PR                                     ;4105201                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,74
10-10-10                 ;NÃO INFORMADO       ;8653;SANTA SALETE-SP                                   ;3547650                       ;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,74
10-15-15                 ;NÃO INFORMADO       ;10492;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,09
10-15-15                 ;NÃO INFORMADO       ;10492;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,07
10-15-15                 ;NÃO INFORMADO       ;10492;UBIRATÃ-PR                                        ;4128005                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,06
10-15-15                 ;NÃO INFORMADO       ;10492;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,9
10-15-15                 ;NPK + MICRONUTRIENTE;14208;MARECHAL CÂNDIDO RONDON-PR                        ;4114609                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,98
10-15-15                 ;NÃO INFORMADO       ;10492;CAPANEMA-PR                                       ;4104501                       ;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,69
10-15-15                 ;NÃO INFORMADO       ;10492;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,69
10-15-15                 ;NÃO INFORMADO       ;10492;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,13
10-15-15                 ;NÃO INFORMADO       ;10492;UBIRATÃ-PR                                        ;4128005                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,97
10-15-15                 ;NÃO INFORMADO       ;10492;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,68
10-15-15                 ;NÃO INFORMADO       ;10492;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,32
10-20-10                 ;NÃO INFORMADO       ;10256;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,68
10-20-10                 ;NÃO INFORMADO       ;10256;DOIS VIZINHOS-PR                                  ;4107207                       ;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,74
10-20-10                 ;NÃO INFORMADO       ;10256;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,63
10-20-10                 ;NÃO INFORMADO       ;10256;ITUBERÁ-BA                                        ;2917300                       ;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;16,0
10-20-20                 ;NÃO INFORMADO       ;4515;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,74
10-20-20                 ;NÃO INFORMADO       ;4515;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,74
10-20-20                 ;NÃO INFORMADO       ;4515;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,53
10-24-12                 ;NÃO INFORMADO       ;14036;ITAPEVA-SP                                        ;3522406                       ;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,5
10-24-12                 ;NÃO INFORMADO       ;14036;ITAPEVA-SP                                        ;3522406                       ;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,28
10-26-23                 ;NÃO INFORMADO       ;13653;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,8
10-26-23                 ;NÃO INFORMADO       ;13653;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,8
10-26-23                 ;NÃO INFORMADO       ;13653;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,15
10-28-20                 ;NÃO INFORMADO       ;4516;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;5,0
10-28-20                 ;NÃO INFORMADO       ;4516;MEDICILÂNDIA-PA                                   ;1504455                       ;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,0
10-30-10                 ;NÃO INFORMADO       ;12306;TUCUMÃ-PA                                         ;1508084                       ;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,6
10-35-06                 ;NÃO INFORMADO       ;13416;SÃO GOTARDO-MG                                    ;3162104                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;4,43
10-35-06                 ;NÃO INFORMADO       ;13416;SÃO GOTARDO-MG                                    ;3162104                       ;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,48
11-07-35                 ;NÃO INFORMADO       ;9660;CORUPÁ-SC                                         ;4204509                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,95
12-00-12                 ;NÃO INFORMADO       ;4518;SÃO JOSÉ DE UBÁ-RJ                                ;3305133                       ;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,84
12-00-12                 ;NÃO INFORMADO       ;4518;ANGELINA-SC                                       ;4200903                       ;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,19
12-00-12                 ;NÃO INFORMADO       ;4518;SOMBRIO-SC                                        ;4217709                       ;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,4
12-10-10 + S 9% + CA 4% +;BASIDUO             ;14357;BENTO GONÇALVES-RS                                ;4302105                       ;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;3,1
12-31-16                 ;NÃO INFORMADO       ;15041;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,57
12-31-17                 ;NÃO INFORMADO       ;11378;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,43
12-31-17                 ;NÃO INFORMADO       ;11378;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,46
12-31-17                 ;NÃO INFORMADO       ;11378;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,39
13-13-28                 ;NÃO INFORMADO       ;10649;CORUPÁ-SC                                         ;4204509                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,29
14-00-21                 ;NÃO INFORMADO       ;14196;BUENO BRANDÃO-MG                                  ;3109105                       ;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,1
