produto;classificao_produto;id_produto;nom_municipio;cod_ibge;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
ABASTECEDOR              ;DE ADUBO STARA KANUD;12497;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;125000,0
ABERTURA DE SULCOS       ;NÃO INFORMADO       ;12691;BONITO-PE                                         ;2602308                       ;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;8,85
ABSOLUTO                 ;NÃO INFORMADO       ;15044;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;33,98
ABSOLUTO                 ;NÃO INFORMADO       ;15044;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;24,5
ABSOLUTO 500 SC          ;500 G/L CLOROTALONIL;15349;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;28,09
ABSOLUTO 500 SC          ;500 G/L CLOROTALONIL;15349;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;24,5
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,93
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
ACAI                     ;FRUTO               ;8623;BENJAMIN CONSTANT-AM                              ;1300607                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,25
ACAI                     ;FRUTO               ;8623;BERURI-AM                                         ;1300631                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,23
ACAI                     ;FRUTO               ;8623;BOCA DO ACRE-AM                                   ;1300706                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,9
ACAI                     ;FRUTO               ;8623;CARAUARI-AM                                       ;1301001                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,28
ACAI                     ;FRUTO               ;8623;COARI-AM                                          ;1301209                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,04
ACAI                     ;FRUTO               ;8623;CODAJÁS-AM                                        ;1301308                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,48
ACAI                     ;FRUTO               ;8623;HUMAITÁ-AM                                        ;1301704                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ACAI                     ;FRUTO               ;8623;MANICORÉ-AM                                       ;1302702                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,45
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,21
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,39
ACAI                     ;FRUTO               ;8623;AMAPÁ DO MARANHÃO-MA                              ;2100550                       ;MA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,57
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;10,71
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,41
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,66
ACAI                     ;FRUTO               ;8623;COLARES-PA                                        ;1502608                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,81
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,09
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,43
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,9
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,78
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,94
ACAI                     ;FRUTO               ;8623;VALE DO ANARI-RO                                  ;1101757                       ;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,48
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,93
ACAI                     ;FRUTO               ;8623;BENJAMIN CONSTANT-AM                              ;1300607                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,22
ACAI                     ;FRUTO               ;8623;BERURI-AM                                         ;1300631                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,7
ACAI                     ;FRUTO               ;8623;BOCA DO ACRE-AM                                   ;1300706                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,96
ACAI                     ;FRUTO               ;8623;CARAUARI-AM                                       ;1301001                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
ACAI                     ;FRUTO               ;8623;COARI-AM                                          ;1301209                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,29
ACAI                     ;FRUTO               ;8623;CODAJÁS-AM                                        ;1301308                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,4
ACAI                     ;FRUTO               ;8623;HUMAITÁ-AM                                        ;1301704                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,78
ACAI                     ;FRUTO               ;8623;MANICORÉ-AM                                       ;1302702                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,62
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,18
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;10,71
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,96
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,18
ACAI                     ;FRUTO               ;8623;COLARES-PA                                        ;1502608                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,99
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,61
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,87
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,89
ACAI                     ;FRUTO               ;8623;TOMÉ-AÇU-PA                                       ;1508001                       ;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,0
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,74
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,04
ACAI                     ;FRUTO               ;8623;VALE DO ANARI-RO                                  ;1101757                       ;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,8
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;BERURI-AM                                         ;1300631                       ;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ACAI                     ;FRUTO               ;8623;BOCA DO ACRE-AM                                   ;1300706                       ;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ACAI                     ;FRUTO               ;8623;CARAUARI-AM                                       ;1301001                       ;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
ACAI                     ;FRUTO               ;8623;CODAJÁS-AM                                        ;1301308                       ;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,4
ACAI                     ;FRUTO               ;8623;HUMAITÁ-AM                                        ;1301704                       ;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,72
ACAI                     ;FRUTO               ;8623;MANICORÉ-AM                                       ;1302702                       ;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,75
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,35
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,24
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,57
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,08
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,65
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,69
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,98
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,67
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,67
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,71
ACAI                     ;FRUTO               ;8623;TOMÉ-AÇU-PA                                       ;1508001                       ;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,81
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,68
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ACAI                     ;FRUTO               ;8623;VALE DO ANARI-RO                                  ;1101757                       ;RO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,3
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,98
ACAI                     ;FRUTO               ;8623;CARAUARI-AM                                       ;1301001                       ;AM        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,47
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,16
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,16
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,64
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,82
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,87
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,43
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,23
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,94
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,46
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,84
ACAI                     ;FRUTO               ;8623;TOMÉ-AÇU-PA                                       ;1508001                       ;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,4
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,19
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ACAI                     ;FRUTO               ;8623;VALE DO ANARI-RO                                  ;1101757                       ;RO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,7
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,82
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,82
ACAI                     ;FRUTO               ;8623;AMAPÁ DO MARANHÃO-MA                              ;2100550                       ;MA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,86
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,87
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,91
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,53
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,44
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,77
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,18
ACAI                     ;FRUTO               ;8623;TOMÉ-AÇU-PA                                       ;1508001                       ;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,25
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,11
ACAI                     ;FRUTO               ;8623;VALE DO ANARI-RO                                  ;1101757                       ;RO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,83
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,44
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,38
ACAI                     ;FRUTO               ;8623;AMAPÁ DO MARANHÃO-MA                              ;2100550                       ;MA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,32
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,28
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,27
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,09
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,07
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,3
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,8
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,51
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,86
ACAI                     ;FRUTO               ;8623;TOMÉ-AÇU-PA                                       ;1508001                       ;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,1
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,17
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,33
ACAI                     ;FRUTO               ;8623;VALE DO ANARI-RO                                  ;1101757                       ;RO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,45
ACAI                     ;FRUTO               ;8623;BRASILÉIA-AC                                      ;1200104                       ;AC        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;FEIJÓ-AC                                          ;1200302                       ;AC        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ACAI                     ;FRUTO               ;8623;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
ACAI                     ;FRUTO               ;8623;MAZAGÃO-AP                                        ;1600402                       ;AP        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,14
ACAI                     ;FRUTO               ;8623;AMAPÁ DO MARANHÃO-MA                              ;2100550                       ;MA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,07
ACAI                     ;FRUTO               ;8623;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,28
ACAI                     ;FRUTO               ;8623;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,45
ACAI                     ;FRUTO               ;8623;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,21
ACAI                     ;FRUTO               ;8623;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,63
ACAI                     ;FRUTO               ;8623;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,45
ACAI                     ;FRUTO               ;8623;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,21
ACAI                     ;FRUTO               ;8623;MUANÁ-PA                                          ;1504901                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,37
ACAI                     ;FRUTO               ;8623;PONTA DE PEDRAS-PA                                ;1505700                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,41
ACAI                     ;FRUTO               ;8623;TOMÉ-AÇU-PA                                       ;1508001                       ;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,07
ACAI                     ;FRUTO               ;8623;ITAPUÃ DO OESTE-RO                                ;1101104                       ;RO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,83
ACAI                     ;FRUTO               ;8623;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,22
