produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;AC        ;NORTE          ;2026;5;VAREJO                                                      ;4,79
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;AL        ;NORDESTE       ;2026;5;VAREJO                                                      ;4,8
ARROZ                    ;LONGO FINO EM CASCA ;4685;AL        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,32
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;AM        ;NORTE          ;2026;5;VAREJO                                                      ;4,73
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;AP        ;NORTE          ;2026;5;VAREJO                                                      ;5,12
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;BA        ;NORDESTE       ;2026;5;VAREJO                                                      ;5,52
ARROZ                    ;LONGO FINO EM CASCA ;4685;CE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,18
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;CE        ;NORDESTE       ;2026;5;VAREJO                                                      ;5,05
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;DF        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;4,52
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;ES        ;SUDESTE        ;2026;5;VAREJO                                                      ;3,76
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;GO        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;4,49
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;GO        ;CENTRO-OESTE   ;2026;5;ATACADO                                                     ;3,67
ARROZ                    ;LONGO FINO EM CASCA ;4685;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,42
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;MA        ;NORDESTE       ;2026;5;VAREJO                                                      ;4,26
ARROZ                    ;LONGO FINO EM CASCA ;4685;MA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,33
ARROZ                    ;LONGO FINO EM CASCA ;4685;MA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,4
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;MG        ;SUDESTE        ;2026;5;VAREJO                                                      ;4,56
ARROZ                    ;LONGO FINO TIPO 1 58;11159;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,6
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;MS        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;4,09
ARROZ                    ;LONGO FINO EM CASCA ;4685;MT        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,62
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;MT        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;4,4
ARROZ                    ;LONGO FINO EM CASCA ;4685;PA        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,74
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;PA        ;NORTE          ;2026;5;VAREJO                                                      ;4,73
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;PB        ;NORDESTE       ;2026;5;VAREJO                                                      ;5,59
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;PE        ;NORDESTE       ;2026;5;VAREJO                                                      ;5,44
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;PI        ;NORDESTE       ;2026;5;VAREJO                                                      ;4,72
ARROZ                    ;LONGO FINO EM CASCA ;4685;PI        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,26
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;PR        ;SUL            ;2026;5;VAREJO                                                      ;4,93
ARROZ                    ;LONGO FINO EM CASCA ;4685;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,35
ARROZ                    ;LONGO FINO EM CASCA ;4685;RJ        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,3
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;RJ        ;SUDESTE        ;2026;5;VAREJO                                                      ;5,45
ARROZ                    ;VERMELHO EM CASCA   ;9414;RN        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,78
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;RN        ;NORDESTE       ;2026;5;VAREJO                                                      ;5,11
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;RO        ;NORTE          ;2026;5;VAREJO                                                      ;4,37
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;RR        ;NORTE          ;2026;5;VAREJO                                                      ;4,39
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;RS        ;SUL            ;2026;5;VAREJO                                                      ;4,26
ARROZ                    ;LONGO FINO TIPO 1 58;11159;RS        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,21
ARROZ                    ;LONGO FINO ORGÂNICO(;11899;RS        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,59
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;SC        ;SUL            ;2026;5;VAREJO                                                      ;5,11
ARROZ                    ;LONGO FINO EM CASCA ;4685;SC        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,13
ARROZ                    ;LONGO FINO EM CASCA ;4685;SE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,37
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;SE        ;NORDESTE       ;2026;5;VAREJO                                                      ;5,03
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;SP        ;SUDESTE        ;2026;5;VAREJO                                                      ;4,46
ARROZ                    ;LONGO FINO TIPO 1 58;11159;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,33
ARROZ                    ;LONGO FINO EM CASCA ;4685;TO        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,32
ARROZ                    ;LONGO FINO TIPO 1 BE;4693;TO        ;NORTE          ;2026;5;VAREJO                                                      ;6,18
ASPERSOR                 ;AGROPOLO            ;14997;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;37,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;DF        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;18,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;50,0
ASSIST                   ;NÃO INFORMADO       ;5715;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;16,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;26,77
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;21,86
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;26,37
ASSIST                   ;NÃO INFORMADO       ;5715;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;24,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;22,0
ASSIST                   ;NÃO INFORMADO       ;5715;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;20,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;23,57
ASSIST                   ;NÃO INFORMADO       ;5715;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;26,64
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;24,25
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;30,19
ASSIST                   ;NÃO INFORMADO       ;5715;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;20,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;25,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
ASSIST                   ;NÃO INFORMADO       ;5715;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;16,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;27,54
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;21,8
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;27,51
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;22,68
ASSIST                   ;NÃO INFORMADO       ;5715;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;24,0
ASSIST                   ;NÃO INFORMADO       ;5715;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;12,0
ASSIST                   ;NÃO INFORMADO       ;5715;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;12,0
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;22,17
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;22,6
ASSIST                   ;NÃO INFORMADO       ;5715;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;26,09
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;25,92
ASSIST                   ;NÃO INFORMADO       ;5715;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;24,9
ASSIST                   ;756 G/L ÓLEO MINERAL;4168;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;24,3
ASSISTENCIA TECNICA      ;NÃO INFORMADO       ;11702;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,0
ASSISTENCIA TECNICA      ;NÃO INFORMADO       ;11702;AL        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,0
ASSISTENCIA TECNICA      ;BORRACHA POR VISITA ;15195;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;1621,0
ATIVUM                   ;NÃO INFORMADO       ;11995;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;179,76
ATIVUM                   ;50 + 50 + 81 G/L EPO;13616;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;149,0
ATIVUM                   ;50 + 50 + 81 G/L EPO;13616;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;151,0
ATIVUM                   ;NÃO INFORMADO       ;11995;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;179,76
ATIVUM                   ;50 + 50 + 81 G/L EPO;13616;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;149,0
ATIVUM                   ;NÃO INFORMADO       ;11995;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;150,0
ATIVUM                   ;50 + 50 + 81 G/L EPO;13616;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;149,0
ATOMIZADOR               ;500 L               ;15173;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;41195,0
ATOMIZADOR               ;2.000 LITROS FM COPL;13146;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;58413,0
ATOMIZADOR               ;2000 L FMC          ;14653;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;75000,0
ATOMIZADOR               ;2000 L              ;8664;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;77500,0
ATRANEX                  ;500 SC 500 G/L ATRAZ;7307;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;19,8
ATRANEX                  ;500 SC 500 G/L ATRAZ;7307;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;34,33
ATRANEX                  ;500 SC 500 G/L ATRAZ;7307;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;17,5
ATRANEX                  ;500 SC 500 G/L ATRAZ;7307;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;35,07
ATRANEX                  ;500 SC 500 G/L ATRAZ;7307;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;16,2
ATRANEX                  ;500 SC 500 G/L ATRAZ;7307;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;35,35
ATRATIVO BONAGOTA        ;NÃO INFORMADO       ;9710;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;23,97
ATRATIVO MOSCA DA FRUTA  ;NÃO INFORMADO       ;9712;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;50,68
ATRATIVO PARA GRAFOLITA  ;NÃO INFORMADO       ;9709;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;16,01
ATRAZINA                 ;NÃO INFORMADO       ;11277;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;20,0
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;24,0
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;22,0
ATRAZINA                 ;500 G/L             ;13997;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;18,0
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;26,5
ATRAZINA                 ;NÃO INFORMADO       ;11277;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;22,65
ATRAZINA                 ;NÃO INFORMADO       ;11277;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;21,0
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;24,0
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;25,38
ATRAZINA                 ;500 G/L             ;13997;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,68
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;22,1
ATRAZINA                 ;500 SC 500 G/L ATRAZ;11278;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;21,25
ATRAZINA                 ;500 G/L             ;13997;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;23,7
ATRAZINAX                ;500 500 G/L ATRAZINA;4027;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;19,0
ATRAZINAX                ;500 500 G/L ATRAZINA;4027;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;26,54
ATRAZINAX                ;500 500 G/L ATRAZINA;4027;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;15,58
ATRAZINAX                ;500 500 G/L ATRAZINA;4027;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;27,12
ATRAZINAX                ;500 500 G/L ATRAZINA;4027;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;28,17
ATRAZINAX                ;ATANOR 50 SC 500 G/L;8691;SE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;21,16
AUIN CE                  ;INSETICIDA BIOLOGICO;14189;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;124,0
AUIN CE                  ;INSETICIDA BIOLOGICO;14189;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;93,16
AURA 200                 ;200 G/L PROFOXIDIM P;14831;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;480,0
AURA 200                 ;200 G/L PROFOXIDIM P;14831;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;490,0
AURA 200                 ;200 G/L PROFOXIDIM P;14831;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;490,0
AUREO                    ;NÃO INFORMADO       ;13937;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;23,22
AUREO                    ;NÃO INFORMADO       ;13937;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;24,43
AUREO                    ;NÃO INFORMADO       ;13937;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;20,04
AUREO                    ;NÃO INFORMADO       ;13937;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;30,0
AURORA                   ;NÃO INFORMADO       ;7262;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;521,0
AURORA                   ;NÃO INFORMADO       ;7262;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;425,0
AURORA                   ;400 EC 400 G/L CARFE;7263;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;465,77
AURORA                   ;400 EC 400 G/L CARFE;7263;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;363,42
AURORA                   ;400 EC 400 G/L CARFE;7263;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;860,0
AURORA                   ;NÃO INFORMADO       ;7262;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;580,0
AURORA                   ;NÃO INFORMADO       ;7262;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;505,0
AURORA                   ;NÃO INFORMADO       ;7262;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;310,0
AURORA                   ;400 EC 400 G/L CARFE;7263;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;458,28
AURORA                   ;400 EC 400 G/L CARFE;7263;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;367,8
AURORA                   ;400 EC 400 G/L CARFE;7263;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;464,73
AURORA                   ;400 EC 400 G/L CARFE;7263;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;358,9
AVEIA                    ;EM CASCA            ;4699;PR        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,1
AVEIA                    ;EM CASCA BRANCA     ;11184;RS        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,33
AVEIA                    ;EM CASCA            ;4699;PR        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,05
AVEIA                    ;EM CASCA BRANCA     ;11184;RS        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,31
AVEIA                    ;EM CASCA            ;4699;PR        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,91
AVEIA                    ;EM CASCA BRANCA     ;11184;RS        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,31
AVEIA                    ;EM CASCA            ;4699;PR        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,83
AVEIA                    ;EM CASCA BRANCA     ;11184;RS        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,3
AVEIA                    ;EM CASCA            ;4699;PR        ;SUL            ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,8
AVEIA                    ;EM CASCA BRANCA     ;11184;RS        ;SUL            ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,18
AVEIA                    ;EM CASCA            ;4699;PR        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,8
AVEIA                    ;EM CASCA BRANCA     ;11184;RS        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,11
AVENTAL                  ;NÃO INFORMADO       ;13166;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;38,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;30,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,38
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;35,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,74
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;30,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,96
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;30,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,13
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;30,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,72
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;29,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;24,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;26,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;24,22
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;32,75
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;27,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,63
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;33,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;33,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,5
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;24,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;CE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;33,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;MA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;25,0
AZEITE DE BABACU         ;NÃO INFORMADO       ;6339;PI        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;25,0
