produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
00-18-18                 ;NÃO INFORMADO       ;10224;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,27
00-18-18                 ;NÃO INFORMADO       ;10224;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,32
00-18-18                 ;NÃO INFORMADO       ;10224;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,41
00-20-20                 ;NÃO INFORMADO       ;4466;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,33
00-20-20                 ;NÃO INFORMADO       ;4466;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,39
00-20-30                 ;NÃO INFORMADO       ;8147;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,92
02-20-18                 ;NÃO INFORMADO       ;14915;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,95
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,27
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,06
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,86
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,82
02-20-18 + MICRONUTRIENTE;NÃO INFORMADO       ;6296;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,36
02-20-20                 ;NÃO INFORMADO       ;4476;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,72
02-20-20                 ;NÃO INFORMADO       ;4476;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,75
02-20-20                 ;NÃO INFORMADO       ;4476;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,02
02-23-23                 ;NÃO INFORMADO       ;11824;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,94
02-23-23                 ;NÃO INFORMADO       ;11824;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,93
02-23-23                 ;NÃO INFORMADO       ;11824;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,18
02-28-16                 ;NÃO INFORMADO       ;13762;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,9
02-28-16                 ;NÃO INFORMADO       ;13762;GO        ;CENTRO-OESTE   ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;3,12
02-28-20                 ;NÃO INFORMADO       ;12700;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,7
03-21-21                 ;YARA YARA BASA ROBUS;14765;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,92
03-21-21                 ;YARA YARA BASA ROBUS;14765;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,18
03-21-21                 ;YARA YARA BASA ROBUS;14765;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,04
03-30-15                 ;NÃO INFORMADO       ;4479;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,89
04-14-07                 ;NÃO INFORMADO       ;13001;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,8
04-14-08                 ;NÃO INFORMADO       ;4480;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;2,53
04-14-08                 ;NÃO INFORMADO       ;4480;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,12
04-14-08                 ;NÃO INFORMADO       ;4480;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,2
04-14-08                 ;NÃO INFORMADO       ;4480;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,67
04-14-08                 ;NÃO INFORMADO       ;4480;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-14-08                 ;NÃO INFORMADO       ;4480;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,4
04-14-08                 ;NÃO INFORMADO       ;4480;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,12
04-14-08                 ;NÃO INFORMADO       ;4480;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,8
04-20-20                 ;NÃO INFORMADO       ;4482;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,5
04-20-20                 ;NÃO INFORMADO       ;4482;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-20-20                 ;NÃO INFORMADO       ;4482;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-20-20                 ;NÃO INFORMADO       ;4482;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-24-12                 ;NÃO INFORMADO       ;4486;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;2,98
04-30-05                 ;NÃO INFORMADO       ;10443;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,5
04-30-05                 ;NÃO INFORMADO       ;10443;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,56
04-30-05                 ;NÃO INFORMADO       ;10443;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,67
04-30-10                 ;NÃO INFORMADO       ;4488;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,65
04-30-10                 ;NÃO INFORMADO       ;4488;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,5
04-30-10                 ;NÃO INFORMADO       ;4488;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,54
04-30-10                 ;NÃO INFORMADO       ;4488;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,9
05-15-10                 ;NÃO INFORMADO       ;10862;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,4
05-15-10                 ;NÃO INFORMADO       ;10862;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,44
05-20-10                 ;NÃO INFORMADO       ;4491;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,74
05-20-10                 ;NÃO INFORMADO       ;4491;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,85
05-20-20                 ;NÃO INFORMADO       ;4492;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,2
05-20-20                 ;NÃO INFORMADO       ;4492;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;3,28
05-20-20                 ;NÃO INFORMADO       ;4492;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,92
05-20-20                 ;NÃO INFORMADO       ;4492;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,1
05-20-20                 ;NÃO INFORMADO       ;4492;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,76
05-20-20                 ;NÃO INFORMADO       ;4492;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,1
05-20-20                 ;NÃO INFORMADO       ;4492;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,0
05-20-20                 ;NÃO INFORMADO       ;4492;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,4
05-20-20                 ;NÃO INFORMADO       ;4492;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,3
05-20-30                 ;NÃO INFORMADO       ;7118;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,18
05-20-30                 ;NÃO INFORMADO       ;7118;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,25
05-20-30                 ;NÃO INFORMADO       ;7118;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,45
06-24-12                 ;NÃO INFORMADO       ;12693;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;5,04
06-40-08                 ;NÃO INFORMADO       ;14019;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;4,84
06-40-08                 ;NÃO INFORMADO       ;14019;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,84
06-40-08                 ;NÃO INFORMADO       ;14019;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,75
07-14-28                 ;NÃO INFORMADO       ;11947;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,2
08-16-16                 ;NÃO INFORMADO       ;10489;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,61
08-16-16                 ;NÃO INFORMADO       ;10489;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,68
08-16-24                 ;NÃO INFORMADO       ;14865;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,7
08-20-15                 ;NÃO INFORMADO       ;6777;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,2
08-20-15                 ;NÃO INFORMADO       ;6777;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,94
08-20-18+MICRO           ;NÃO INFORMADO       ;6252;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,52
08-20-18+MICRO           ;NÃO INFORMADO       ;6252;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,25
08-20-18+MICRO           ;NÃO INFORMADO       ;6252;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,9
08-20-20                 ;NÃO INFORMADO       ;4503;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
08-20-20                 ;NÃO INFORMADO       ;4503;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,44
08-20-20                 ;NÃO INFORMADO       ;4503;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,3
08-20-20                 ;NÃO INFORMADO       ;4503;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,95
08-20-20                 ;NÃO INFORMADO       ;4503;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,38
08-20-20                 ;NÃO INFORMADO       ;4503;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,16
08-20-20                 ;NÃO INFORMADO       ;4503;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,28
08-20-20                 ;NÃO INFORMADO       ;4503;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,05
08-20-20                 ;NÃO INFORMADO       ;4503;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,0
08-20-20                 ;NÃO INFORMADO       ;4503;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,85
08-20-20                 ;NÃO INFORMADO       ;4503;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,3
08-20-20 + ZN            ;NÃO INFORMADO       ;4505;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,37
08-20-20 + ZN            ;NÃO INFORMADO       ;4505;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,43
08-28-16                 ;NÃO INFORMADO       ;4506;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,3
08-28-16                 ;NÃO INFORMADO       ;4506;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,58
08-28-16                 ;NÃO INFORMADO       ;4506;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,58
08-28-16                 ;NÃO INFORMADO       ;4506;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,75
08-40-00                 ;NÃO INFORMADO       ;10592;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,7
09-00-24                 ;NÃO INFORMADO       ;11904;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,4
09-00-24                 ;NÃO INFORMADO       ;11904;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,5
09-25-15                 ;NÃO INFORMADO       ;13664;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,24
09-25-15                 ;NÃO INFORMADO       ;13664;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,23
10-00-30                 ;NÃO INFORMADO       ;11776;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,92
10-10-10                 ;NÃO INFORMADO       ;8653;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,74
10-10-10                 ;NÃO INFORMADO       ;8653;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,74
10-15-15                 ;NÃO INFORMADO       ;10492;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,07
10-15-15                 ;NÃO INFORMADO       ;10492;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,9
10-15-15                 ;NPK + MICRONUTRIENTE;14208;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,98
10-15-15                 ;NÃO INFORMADO       ;10492;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,69
10-15-15                 ;NÃO INFORMADO       ;10492;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,93
10-15-15                 ;NÃO INFORMADO       ;10492;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,5
10-20-10                 ;NÃO INFORMADO       ;10256;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,68
10-20-10                 ;NÃO INFORMADO       ;10256;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,74
10-20-10                 ;NÃO INFORMADO       ;10256;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,63
10-20-10                 ;NÃO INFORMADO       ;10256;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;16,0
10-20-20                 ;NÃO INFORMADO       ;4515;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,74
10-20-20                 ;NÃO INFORMADO       ;4515;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,74
10-20-20                 ;NÃO INFORMADO       ;4515;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,53
10-24-12                 ;NÃO INFORMADO       ;14036;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,5
10-24-12                 ;NÃO INFORMADO       ;14036;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,28
10-26-23                 ;NÃO INFORMADO       ;13653;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,8
10-26-23                 ;NÃO INFORMADO       ;13653;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,8
10-26-23                 ;NÃO INFORMADO       ;13653;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,15
10-28-20                 ;NÃO INFORMADO       ;4516;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;5,0
10-28-20                 ;NÃO INFORMADO       ;4516;PA        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;5,0
10-28-20                 ;NÃO INFORMADO       ;4516;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,0
10-30-10                 ;NÃO INFORMADO       ;12306;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,6
10-35-06                 ;NÃO INFORMADO       ;13416;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;4,43
10-35-06                 ;NÃO INFORMADO       ;13416;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,48
11-07-35                 ;NÃO INFORMADO       ;9660;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,95
12-00-12                 ;NÃO INFORMADO       ;4518;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,84
12-00-12                 ;NÃO INFORMADO       ;4518;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,19
12-00-12                 ;NÃO INFORMADO       ;4518;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,4
12-10-10 + S 9% + CA 4% +;BASIDUO             ;14357;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;3,1
12-31-16                 ;NÃO INFORMADO       ;15041;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,57
12-31-17                 ;NÃO INFORMADO       ;11378;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,43
12-31-17                 ;NÃO INFORMADO       ;11378;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,46
12-31-17                 ;NÃO INFORMADO       ;11378;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,39
13-13-28                 ;NÃO INFORMADO       ;10649;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,29
14-00-21                 ;NÃO INFORMADO       ;14196;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,1
14-07-28                 ;NÃO INFORMADO       ;11008;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,4
14-07-28                 ;NÃO INFORMADO       ;11008;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,6
15-00-15                 ;NÃO INFORMADO       ;12671;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,92
15-00-15                 ;NÃO INFORMADO       ;12671;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,15
15-00-30                 ;NÃO INFORMADO       ;12701;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,8
15-00-30                 ;NÃO INFORMADO       ;12701;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,95
15-15-18                 ;NÃO INFORMADO       ;14184;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,58
15-15-18                 ;NÃO INFORMADO       ;14184;AL        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,58
15-15-18                 ;NÃO INFORMADO       ;14184;AL        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,0
16-16-16                 ;NÃO INFORMADO       ;12331;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,7
16-16-16                 ;NÃO INFORMADO       ;12331;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,1
16-16-16                 ;NÃO INFORMADO       ;12331;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,7
16-16-16                 ;NÃO INFORMADO       ;12331;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,85
16-24-16                 ;NÃO INFORMADO       ;10035;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;6,6
16-24-16                 ;NÃO INFORMADO       ;10035;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,2
18-00-27                 ;NÃO INFORMADO       ;12760;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,73
18-09-18                 ;NÃO INFORMADO       ;11546;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,98
18-15-22                 ;NÃO INFORMADO       ;9636;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,86
18-18-18                 ;NÃO INFORMADO       ;13182;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;5,0
18-18-18                 ;NÃO INFORMADO       ;13182;PA        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;5,0
19-04-19                 ;NÃO INFORMADO       ;10077;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,2
20-00-10                 ;NÃO INFORMADO       ;12474;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,4
20-00-15                 ;YARA BELA PLUS YARA ;14038;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,2
20-00-15                 ;YARA BELA PLUS YARA ;14038;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,22
20-00-15                 ;YARA BELA PLUS YARA ;14038;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,12
20-00-20                 ;NÃO INFORMADO       ;4521;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,35
20-00-20                 ;NÃO INFORMADO       ;4521;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,8
20-00-20                 ;NÃO INFORMADO       ;4521;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,54
20-00-20                 ;NÃO INFORMADO       ;4521;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,58
20-00-20                 ;NÃO INFORMADO       ;4521;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;140,0
20-00-20                 ;NÃO INFORMADO       ;4521;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,5
20-00-20                 ;NÃO INFORMADO       ;4521;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,62
20-00-20                 ;NÃO INFORMADO       ;4521;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,85
20-00-20                 ;NÃO INFORMADO       ;4521;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,77
20-00-20                 ;NÃO INFORMADO       ;4521;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,41
20-00-20                 ;NÃO INFORMADO       ;4521;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,77
20-00-20                 ;NÃO INFORMADO       ;4521;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,55
20-05-15                 ;NÃO INFORMADO       ;11003;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,95
20-05-20                 ;NÃO INFORMADO       ;4523;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,6
20-05-20                 ;NÃO INFORMADO       ;4523;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,6
20-05-20                 ;NÃO INFORMADO       ;4523;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,1
20-05-20                 ;NÃO INFORMADO       ;4523;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,7
20-05-20                 ;NÃO INFORMADO       ;4523;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,99
20-05-20                 ;NÃO INFORMADO       ;4523;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,7
20-05-20                 ;NÃO INFORMADO       ;4523;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,59
20-05-20                 ;NÃO INFORMADO       ;4523;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,2
20-05-20                 ;NÃO INFORMADO       ;4523;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,04
20-05-20                 ;NÃO INFORMADO       ;4523;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,3
20-05-20 + MICRONUTRIENTE;NÃO INFORMADO       ;12600;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,7
20-10-10                 ;NÃO INFORMADO       ;14397;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,54
20-10-20                 ;NÃO INFORMADO       ;4524;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,6
20-10-20                 ;NÃO INFORMADO       ;4524;PB        ;NORDESTE       ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;3,6
21-00-21                 ;NÃO INFORMADO       ;4525;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,6
22-00-22                 ;NÃO INFORMADO       ;11781;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,25
22-00-22                 ;NÃO INFORMADO       ;11781;PB        ;NORDESTE       ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;3,25
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;17,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;110,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;DF        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;23,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;18,0
